policy,decision_date,entry_date,exit_date,raw_active_log_edge,net_active_log_edge,win
selector,2012-04-17,2012-04-18,2012-04-19,0.022242525352906873,0.020242524686239875,True
selector,2012-05-21,2012-05-22,2012-05-23,0.02138397804950583,0.019383977382838834,True
selector,2012-05-23,2012-05-24,2012-05-25,0.019782386396281618,0.01778238572961462,True
selector,2012-05-30,2012-05-31,2012-06-01,0.02014126736851204,0.018141266701845044,True
selector,2012-10-22,2012-10-23,2012-10-24,0.015266678355166628,0.013266677688499628,True
selector,2012-11-19,2012-11-20,2012-11-21,0.013484142055197618,0.011484141388530619,True
selector,2013-07-02,2013-07-03,2013-07-05,0.0011173663346393996,-0.0008826343320275994,False
selector,2014-08-01,2014-08-04,2014-08-05,0.010535489161127051,0.008535488494460052,True
selector,2014-09-23,2014-09-24,2014-09-25,0.01628295812035651,0.01428295745368951,True
selector,2014-09-26,2014-09-29,2014-09-30,-0.021659475381796578,-0.023659476048463576,False
selector,2014-10-08,2014-10-09,2014-10-10,0.00840636903768001,0.006406368371013011,True
selector,2014-10-20,2014-10-21,2014-10-22,0.0017490020217641518,-0.00025099864490284716,False
selector,2014-12-17,2014-12-18,2014-12-19,-0.003480209444835497,-0.005480210111502496,False
selector,2015-01-08,2015-01-09,2015-01-12,0.0006214798097778298,-0.0013785208568891693,False
selector,2015-04-06,2015-04-07,2015-04-08,0.014123210185946472,0.012123209519279473,True
selector,2015-08-12,2015-08-13,2015-08-14,0.014933393072199633,0.012933392405532634,True
selector,2015-08-14,2015-08-17,2015-08-18,-0.003355404350270907,-0.0053554050169379065,False
selector,2015-08-24,2015-08-25,2015-08-26,0.03685067876417787,0.03485067809751087,True
selector,2015-08-26,2015-08-27,2015-08-28,0.0005348867560311613,-0.0014651139106358377,False
selector,2015-09-02,2015-09-03,2015-09-04,0.031791675344435374,0.029791674677768377,True
selector,2015-09-11,2015-09-14,2015-09-15,0.00559096601536525,0.003590965348698251,True
selector,2015-09-24,2015-09-25,2015-09-28,0.022494242242891423,0.020494241576224426,True
selector,2016-01-04,2016-01-05,2016-01-06,0.05032327350918339,0.04832327284251639,True
selector,2016-01-22,2016-01-25,2016-01-26,0.015786079623813412,0.013786078957146413,True
selector,2016-09-12,2016-09-13,2016-09-14,-0.011284417189305302,-0.013284417855972301,False
selector,2016-09-14,2016-09-15,2016-09-16,-0.0110056411605635,-0.0130056418272305,False
selector,2017-08-29,2017-08-30,2017-08-31,0.0009774755229443508,-0.0010225251437226482,False
selector,2018-02-06,2018-02-07,2018-02-08,0.017317432808240517,0.015317432141573517,True
selector,2018-02-12,2018-02-13,2018-02-14,-0.00670792846055051,-0.008707929127217509,False
selector,2018-02-14,2018-02-15,2018-02-16,-0.015023019131240222,-0.01702301979790722,False
selector,2018-03-26,2018-03-27,2018-03-28,0.03772477646852818,0.03572477580186118,True
selector,2018-04-04,2018-04-05,2018-04-06,0.009373024106378022,0.007373023439711022,True
selector,2018-07-02,2018-07-03,2018-07-05,0.013564091448123813,0.011564090781456813,True
selector,2018-10-09,2018-10-10,2018-10-11,0.049739753929903804,0.0477397532632368,True
selector,2018-10-16,2018-10-17,2018-10-18,0.020175170906470138,0.01817517023980314,True
selector,2018-10-23,2018-10-24,2018-10-25,0.022212680102756746,0.02021267943608975,True
selector,2018-11-01,2018-11-02,2018-11-05,0.025373180730984237,0.02337318006431724,True
selector,2018-11-15,2018-11-16,2018-11-19,0.0026281654274314115,0.0006281647607644125,True
selector,2018-12-26,2018-12-27,2018-12-28,-0.010595748541313506,-0.012595749207980506,False
union,2012-04-17,2012-04-18,2012-04-19,0.022242525352906873,0.020242524686239875,True
union,2012-05-21,2012-05-22,2012-05-23,0.02138397804950583,0.019383977382838834,True
union,2012-05-23,2012-05-24,2012-05-25,0.019782386396281618,0.01778238572961462,True
union,2012-05-30,2012-05-31,2012-06-01,0.02014126736851204,0.018141266701845044,True
union,2012-07-23,2012-07-24,2012-07-25,0.055724300579671836,0.053724299913004835,True
union,2012-09-27,2012-09-28,2012-10-01,0.011245562159368233,0.009245561492701233,True
union,2012-10-16,2012-10-17,2012-10-18,0.014404834752723712,0.012404834086056712,True
union,2012-10-22,2012-10-23,2012-10-24,0.015266678355166628,0.013266677688499628,True
union,2012-11-19,2012-11-20,2012-11-21,0.013484142055197618,0.011484141388530619,True
union,2013-04-24,2013-04-25,2013-04-26,0.0034589782117053847,0.0014589775450383857,True
union,2013-07-02,2013-07-03,2013-07-05,0.0011173663346393996,-0.0008826343320275994,False
union,2014-08-01,2014-08-04,2014-08-05,0.010535489161127051,0.008535488494460052,True
union,2014-09-23,2014-09-24,2014-09-25,0.01628295812035651,0.01428295745368951,True
union,2014-09-26,2014-09-29,2014-09-30,-0.021659475381796578,-0.023659476048463576,False
union,2014-10-08,2014-10-09,2014-10-10,0.00840636903768001,0.006406368371013011,True
union,2014-10-20,2014-10-21,2014-10-22,0.0017490020217641518,-0.00025099864490284716,False
union,2014-12-17,2014-12-18,2014-12-19,-0.003480209444835497,-0.005480210111502496,False
union,2015-01-08,2015-01-09,2015-01-12,0.0006214798097778298,-0.0013785208568891693,False
union,2015-03-12,2015-03-13,2015-03-16,0.004188640085429072,0.0021886394187620732,True
union,2015-04-06,2015-04-07,2015-04-08,0.014123210185946472,0.012123209519279473,True
union,2015-08-05,2015-08-06,2015-08-07,0.012058517311627028,0.010058516644960028,True
union,2015-08-12,2015-08-13,2015-08-14,0.014933393072199633,0.012933392405532634,True
union,2015-08-14,2015-08-17,2015-08-18,-0.003355404350270907,-0.0053554050169379065,False
union,2015-08-24,2015-08-25,2015-08-26,0.03685067876417787,0.03485067809751087,True
union,2015-08-26,2015-08-27,2015-08-28,0.0005348867560311613,-0.0014651139106358377,False
union,2015-09-02,2015-09-03,2015-09-04,0.031791675344435374,0.029791674677768377,True
union,2015-09-11,2015-09-14,2015-09-15,0.00559096601536525,0.003590965348698251,True
union,2015-09-24,2015-09-25,2015-09-28,0.022494242242891423,0.020494241576224426,True
union,2015-10-02,2015-10-05,2015-10-06,-0.006802225584682338,-0.008802226251349337,False
union,2015-11-16,2015-11-17,2015-11-18,-0.0072827334529407695,-0.009282734119607769,False
union,2016-01-04,2016-01-05,2016-01-06,0.05032327350918339,0.04832327284251639,True
union,2016-01-22,2016-01-25,2016-01-26,0.015786079623813412,0.013786078957146413,True
union,2016-01-29,2016-02-01,2016-02-02,0.010943828799624522,0.008943828132957523,True
union,2016-09-12,2016-09-13,2016-09-14,-0.011284417189305302,-0.013284417855972301,False
union,2016-09-14,2016-09-15,2016-09-16,-0.0110056411605635,-0.0130056418272305,False
union,2017-08-09,2017-08-10,2017-08-11,0.02085385489698138,0.018853854230314382,True
union,2017-08-29,2017-08-30,2017-08-31,0.0009774755229443508,-0.0010225251437226482,False
union,2018-02-06,2018-02-07,2018-02-08,0.017317432808240517,0.015317432141573517,True
union,2018-02-12,2018-02-13,2018-02-14,-0.00670792846055051,-0.008707929127217509,False
union,2018-02-14,2018-02-15,2018-02-16,-0.015023019131240222,-0.01702301979790722,False
union,2018-03-26,2018-03-27,2018-03-28,0.03772477646852818,0.03572477580186118,True
union,2018-04-04,2018-04-05,2018-04-06,0.009373024106378022,0.007373023439711022,True
union,2018-04-30,2018-05-01,2018-05-02,-0.05164434254684983,-0.05364434321351683,False
union,2018-07-02,2018-07-03,2018-07-05,0.013564091448123813,0.011564090781456813,True
union,2018-09-11,2018-09-12,2018-09-13,0.006332712623238807,0.004332711956571807,True
union,2018-09-13,2018-09-14,2018-09-17,0.0160755887707393,0.014075588104072301,True
union,2018-10-09,2018-10-10,2018-10-11,0.049739753929903804,0.0477397532632368,True
union,2018-10-16,2018-10-17,2018-10-18,0.020175170906470138,0.01817517023980314,True
union,2018-10-23,2018-10-24,2018-10-25,0.022212680102756746,0.02021267943608975,True
union,2018-11-01,2018-11-02,2018-11-05,0.025373180730984237,0.02337318006431724,True
union,2018-11-15,2018-11-16,2018-11-19,0.0026281654274314115,0.0006281647607644125,True
union,2018-11-27,2018-11-28,2018-11-29,-0.03300325413212722,-0.03500325479879422,False
union,2018-12-06,2018-12-07,2018-12-10,0.050174894047258396,0.048174893380591395,True
union,2018-12-10,2018-12-11,2018-12-12,0.007367523022371631,0.005367522355704632,True
union,2018-12-26,2018-12-27,2018-12-28,-0.010595748541313506,-0.012595749207980506,False
