decision_date,aapl_lr_1,aapl_lr_5,aapl_lr_20,aapl_lr_60,aapl_lr_252,aapl_intraday_lr,aapl_gap_lr,aapl_rv_20,aapl_rv_60,aapl_downside_rv_20,aapl_drawdown_60,aapl_drawdown_252,aapl_sma_distance_20,aapl_sma_distance_200,qqq_lr_5,qqq_lr_20,qqq_lr_60,spy_lr_20,spy_lr_60,aapl_minus_qqq_lr_5,aapl_minus_qqq_lr_20,qqq_minus_spy_lr_20,qqq_rv_20,spy_rv_20,sector_participation_1,sector_median_lr_1,sector_dispersion_lr_1,defensive_minus_cyclical_participation_1,defensive_minus_cyclical_median_lr_1,iwm_minus_spy_lr_1,aapl_vs_xlk_residual_lr_1,aapl_vs_qqq_residual_lr_1,sector_participation_5,sector_median_lr_5,sector_dispersion_lr_5,defensive_minus_cyclical_participation_5,defensive_minus_cyclical_median_lr_5,iwm_minus_spy_lr_5,aapl_vs_xlk_residual_lr_5,sector_participation_20,sector_median_lr_20,sector_dispersion_lr_20,defensive_minus_cyclical_participation_20,defensive_minus_cyclical_median_lr_20,iwm_minus_spy_lr_20,aapl_vs_xlk_residual_lr_20,sector_participation_60,sector_median_lr_60,sector_dispersion_lr_60,defensive_minus_cyclical_participation_60,defensive_minus_cyclical_median_lr_60,iwm_minus_spy_lr_60,aapl_vs_xlk_residual_lr_60,aapl_vs_qqq_residual_lr_60,vix_log_level,vix_lr_1,vix_lr_5,vix_lr_20,vix_lr_60,vix_z_252,label_entry_date,label_maturity_date,label_entry_adjusted_open,label_exit_adjusted_open,aapl_forward_log_return_5,cash_active_log_edge_5bps,cash_active_log_edge_10bps,cash_beats_long_10bps,price_features_ready,sector_breadth_features_ready,sector_breadth_price_only_fallback,sector_breadth_status,label_available
1999-03-24,0.020617722145378978,-0.011069449854344047,,,,0.01307128890267167,0.0075464332427073039,,,,,,,,-0.021440387233121576,,,,,0.010370937378777529,,,,,,,,,,,,-0.012750277981325116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-25,1999-04-01,0.25725782517470008,0.26988691091537476,0.047924229983213364,-0.048924230066546587,-0.049924230649880365,0,False,False,True,missing_context,True
1999-03-25,0.0037034088057226544,-0.048702738695134369,,,,-0.016501236840001793,0.020204645645724502,,,,,,,,-0.0047673363473156143,,,,,-0.043935402347818758,,,,,,,,,,,,-0.032177590832978296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-26,1999-04-05,0.25257998065872522,0.26941925219561935,0.064540771015123455,-0.065540771098456685,-0.066540771681790456,0,False,False,True,missing_context,True
1999-03-26,-0.016774305935057608,-0.0074899996102895244,,,,-0.014924703606165476,-0.0018496023288921675,,,,,,,,0.010319045115867361,,,,,-0.017809044726156888,,,,,,,,,,,,-0.0059632684872279029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-29,1999-04-06,0.25070912076655039,0.27549945483670835,0.094292264075572854,-0.095292264158906084,-0.096292264742239855,0,False,False,True,missing_context,True
1999-03-29,0.061949878518770277,0.0088730719480722663,,,,0.054459742854466468,0.0074901356643036461,,,,,,,,0.058187400780101393,,,,,-0.049314328832029131,,,,,,,,,,,,0.026358763961263819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-30,1999-04-07,0.26193498840380386,0.28485449270911373,0.083882160887850277,-0.084882160971183507,-0.085882161554517278,0,False,False,True,missing_context,True
1999-03-30,0.014037402844041471,0.083534106378855846,,,,0.024694194292864978,-0.010656791448823444,,,,,,,,0.087011454276943456,,,,,-0.0034773478980876099,,,,,,,,,,,,0.021055025442179798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-31,1999-04-08,0.27222537246961981,0.27596715092658997,0.01365154177900667,-0.014651541862339893,-0.015651542445673669,0,False,False,True,missing_context,True
1999-03-31,0.0017401114734751871,0.064656495706951991,,,,-0.012099655599677317,0.013839767073152419,,,,,,,,0.038862858905291141,,,,,0.025793636801660851,,,,,,,,,,,,0.016520706718423421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-01,1999-04-09,0.26988691091537476,0.271290085416313,0.0051856514775869382,-0.0061856515609201622,-0.0071856521442539376,0,False,False,True,missing_context,True
1999-04-01,0.0034723799219858096,0.064425466823215205,,,,0,0.0034723799219858096,,,,,,,,0.023613789338101331,,,,,0.04081167748511387,,,,,,,,,,,,-0.017159550149525395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-05,1999-04-12,0.26941925219561935,0.26193497444490516,-0.028172440842806262,0.027172440759473039,0.026172440176139265,1,False,False,True,missing_context,True
1999-04-05,0.027350535140011154,0.10855030789828403,,,,0.029084833276995205,-0.0017342981369839086,,,,,,,,0.069959079205686919,,,,,0.03859122869259711,,,,,,,,,,,,-0.0081837172797447379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-06,1999-04-13,0.27549945483670835,0.27175777307218785,-0.01367452042314563,0.012674520339812407,0.011674519756478631,1,False,False,True,missing_context,True
1999-04-06,0.024981773379477382,0.071582202758991242,,,,0.031749681537884905,-0.0067679081584074855,,,,,,,,0.036336416766183231,,,,,0.035245785992808011,,,,,,,,,,,,0.023013321261474696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-07,1999-04-14,0.28485449270911373,0.26380572685783377,-0.076765548857641031,0.0757655487743078,0.074765548190974029,1,False,False,True,missing_context,True
1999-04-07,-0.023297151113837577,0.034247648801112217,,,,-0.024940317793873103,0.0016431666800356111,,,,,,0.068633064530723153,,0.032903282634839048,,,,,0.0013443661662731685,,,,,,,,,,,,-0.012846394384355241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-08,1999-04-15,0.27596715092658997,0.26474125719146879,-0.041528879199702065,0.040528879116368842,0.039528878533035064,1,False,False,True,missing_context,True
1999-04-08,-0.0067563399489529363,0.025751197378683997,0.12437061015429274,,,0,-0.0067563399489529363,0.53952219848222283,,0.35050801439548507,,,0.054890048618371878,,0.055602542156218911,0.082769138088543359,,0.045275069681398765,,-0.029851344777534913,0.041601472065749379,0.037494068407144594,0.35694678405167057,0.22363951023203579,,,,,,,,-0.014675004225384449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-09,1999-04-16,0.271290085416313,0.26848377123444006,-0.010398204480492819,0.0093982043971595954,0.0083982038138258192,1,False,False,True,missing_context,True
1999-04-09,-0.0033952029471705798,0.01888361450952759,0.13256153418165956,,,0.013697963031940709,-0.017093165979111119,0.53671318654791333,,0.3482954354735695,,,0.04449807209572354,,0.041148546903656533,0.084063407008105995,,0.034440125393810396,,-0.022264932394128942,0.048498127173553562,0.049623281614295599,0.35701218181228273,0.22127789571434067,,,,,,,,-0.0095731377661194602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-12,1999-04-19,0.26193497444490516,0.26707975147646984,0.019451024652812871,-0.020451024736146094,-0.021451025319479868,0,False,False,True,missing_context,True
1999-04-12,-0.013698152351826493,-0.022165072982310133,0.088266728389794519,,,0.035092201137491466,-0.048790353489317775,0.53349795674185774,,0.35167309611723491,,,0.02582343177006341,,-0.0011271902325565998,0.10198429582373486,,0.05465745016833274,,-0.021037882749753534,-0.013717567433940342,0.047326845655402121,0.3431943029283489,0.21916582938179713,,,,,,,,-0.0069566676353690956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-13,1999-04-20,0.27175777307218785,0.2535152962417398,-0.069486967938797189,0.068486967855463959,0.067486967272130188,1,False,False,True,missing_context,True
1999-04-13,-0.045863444950730511,-0.09301029131251802,0.016381442981564392,,,-0.047586089351487532,0.0017226444007570317,0.55545142279414861,,0.38752742725556266,,,-0.020941134980329679,,-0.016716671480160476,0.060053578169530421,,0.034067053565038849,,-0.076293619832357551,-0.043672135187966032,0.025986524604491572,0.33781534452274253,0.21711589549902846,,,,,,,,-0.032242415821129425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-14,1999-04-21,0.26380572685783377,0.25445070967557887,-0.036105807049113738,0.035105806965780514,0.034105806382446736,1,False,False,True,missing_context,True
1999-04-14,0.025834545341951416,-0.043878594856729167,0.00087929067700280204,,,0.007946636207038657,0.017887909134912745,0.54304034746255403,,0.38752742725556266,,,0.0046376053576295817,,-0.041153169832475613,0.01670672016788894,,0.020897418873317735,,-0.0027254250242535541,-0.015827429490886138,-0.0041906987054287949,0.36265607669768873,0.22639199652765504,,,,,,,,0.060721800423748945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-15,1999-04-22,0.26474125719146879,0.2624026540172178,-0.0088727896386091142,0.0078727895552758911,0.0068727889719421148,1,False,False,True,missing_context,True
1999-04-15,0.0061376026551036135,-0.0309846522526726,0.048353590978619486,,,0.010544226947029551,-0.0044066242919258225,0.52074887456748598,,0.35867478649062173,,,0.0084168511266229373,,-0.035554224167915177,0.03747078966047325,,0.02144861689280227,,0.0045695719152425776,0.010882801318146236,0.01602217276767098,0.36400614041089219,0.22622738537133788,,,,,,,,-0.0073800072858884068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-16,1999-04-23,0.26848377123444006,0.27129001447723783,0.010397942992556926,-0.011397943075890149,-0.012397943659223925,0,False,False,True,missing_context,True
1999-04-16,-0.0087791460219705918,-0.036368595327472553,-0.0017622526898641946,,,-0.012272427815039113,0.0034932817930685037,0.50108584073695928,,0.36002600929032769,,,-0.00030931207282969275,,-0.071355670736077084,-0.011360670841634689,,-0.0030269365646832989,,0.034987075408604532,0.0095984181517704947,-0.0083337342769513895,0.37428829849551087,0.22149949893921861,,,,,,,,0.020844365727242464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-19,1999-04-26,0.26707975147646984,0.29561273754758016,0.10150297016309835,-0.10250297024643158,-0.10350297082976535,0,False,False,True,missing_context,True
1999-04-19,-0.045093853372009808,-0.067764296347655947,0.011130938958028365,,,-0.052123119862977532,0.0070292664909677631,0.48309380506088084,,0.33596547584558506,,,-0.04489306167220275,,-0.11265248964457819,-0.033501555555580681,,-0.0014470528810286397,,0.044888193296922244,0.044632494513609046,-0.032054502674552038,0.40142850271489949,0.21995761054091734,,,,,,,,0.0029444502529487535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-20,1999-04-27,0.2535152962417398,0.32180620297713636,0.23852534883430729,-0.23952534891764052,-0.24052534950097429,0,False,False,True,missing_context,True
1999-04-20,0.0055194084153610025,-0.016381442981564395,-0.028936459587018938,,,0.0055194356057451021,-2.7190384314045049e-08,0.45359413233860357,,0.33596547584558506,,,-0.038250970316138111,,-0.076572822379379693,0.0012343236867444333,,0.0090975294700898889,,0.060191379397815298,-0.030170783273763373,-0.0078632057833454561,0.4081406325912828,0.22436832541807736,,,,,,,,-0.016939229720236492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-21,1999-04-28,0.25445070967557887,0.33396742280683267,0.27193630962516574,-0.27293630970849897,-0.27393631029183274,0,False,False,True,missing_context,True
1999-04-21,0.0091351724724398585,-0.033080815851075772,0.04082234447216302,,,0.010971627405076413,-0.0018364549326366415,0.39693768523102951,,0.25800187916934086,,,-0.031305372356172145,,0.0064877383177721912,0.08524930539707895,,0.06657930830838249,,-0.039568554168847962,-0.04442696092491593,0.018669997088696461,0.41892900010060674,0.21593469046365094,,,,,,,,-0.039038133142914322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-22,1999-04-29,0.2624026540172178,0.32367708438886716,0.20986619426891417,-0.2108661943522474,-0.21186619493558118,0,False,False,True,missing_context,True
1999-04-22,0.056551775389148622,0.01733335688296913,0.076756397715932595,,,0.03675037346860785,0.019801401920540907,0.43764887447687384,,0.25800187916934092,,,0.021187619310449213,,0.019653689530450425,0.078564866424045338,,0.070354559334655509,,-0.0023203326474812956,-0.0018084687081127426,0.0082103070893898289,0.4134049968982243,0.21689348709648817,,,,,,,,0.029868214235478346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-23,1999-04-30,0.27129001447723783,0.32928942675053136,0.19374866782357278,-0.19474866790690601,-0.19574866849023978,0,False,False,True,missing_context,True
1999-04-23,0.074474292035569045,0.10058679494050875,0.14752728094577891,,,0.077916424132912346,-0.0034421320973434615,0.50437241632812624,,0.25800187916934092,,,0.091905189069194204,,0.062356805165216043,0.055763470670897111,,0.047594484112801046,,0.038229989775292704,0.091763810274881799,0.0081689865580960655,0.39765345136587349,0.20851558736714329,,,,,,,,0.061394688150016405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-26,1999-05-03,0.29561273754758016,0.34472486530728147,0.15369632837120115,-0.15469632845453438,-0.15569632903786815,0,False,False,True,missing_context,True
1999-04-26,0.043688944474623174,0.18936959278714166,0.20799053135545953,,,0.035743502761065492,0.0079454417135573288,0.51158596903503062,,0.25103707928494257,,,0.12857967760454314,,0.13315662096108505,0.089336020289636983,,0.060595501545218873,,0.056212971826056612,0.11865451106582255,0.02874051874441811,0.40027374437336488,0.20562581920167,,,,,,,,0.02092743230371295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-27,1999-05-04,0.32180620297713636,0.36109644059661272,0.11519556087290454,-0.11619556095623777,-0.11719556153957154,0,False,False,True,missing_context,True
1999-04-27,0.1111458659659766,0.29499605033775717,0.25718651880266585,,,0.061990137109195334,0.049155728856781315,0.59957309735983344,,0.25103707928494257,,,0.24347015512489278,,0.095254566280198308,0.038301489186841405,,0.045414374464239654,,0.19974148405755887,0.21888502961582446,-0.0071128852773982496,0.38846013133091623,0.19586255565949751,,,,,,,,0.12658928251126578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-28,1999-05-05,0.33396742280683267,0.34659573432212198,0.03711561828575103,-0.038115618369084253,-0.039115618952418031,0,False,False,True,missing_context,True
1999-04-28,-0.037583070432873851,0.24827780743244332,0.20556604552575061,,,-0.012686874787645729,-0.024896195645228082,0.62565936444434622,,0.28428322793256766,,,0.1844254409996593,,0.012269990808071419,0.01050784192820696,,0.03691486948285172,,0.2360078166243719,0.19505820359754367,-0.02640702755464476,0.40892585546664961,0.20240870825502216,,,,,,,,-0.0027718005761011785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-29,1999-05-06,0.32367708438886716,0.3484675186240333,0.073798656799924839,-0.074798656883258069,-0.07579865746659184,0,False,False,True,missing_context,True
1999-04-29,-0.024406914331290375,0.1673191177120045,0.17941901972098503,,,-0.0057967030883020335,-0.018610211242988412,0.63717014899661817,,0.29719142277354604,,,0.14499860289935462,,-0.022576530683912237,0.017125476834841925,,0.045446331018557322,,0.18989564839591674,0.16229354288614312,-0.028320854183715397,0.40630691928253704,0.19444124000215721,,,,,,,,-0.016243953992977109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-30,1999-05-07,0.32928942675053136,0.33396741401613611,0.014106344782692846,-0.015106344866026069,-0.016106345449359846,0,False,False,True,missing_context,True
1999-04-30,0.067438887037912065,0.16028371271434766,0.24338552683691123,,,0.044451469023687351,0.022987418014224843,0.66948595464979299,,0.29719142277354604,,,0.20888504183915146,,-0.029236550507621979,0.0029131308251738224,,0.02975374816160048,,0.18952026322196963,0.24047239601173739,-0.026840617336426658,0.40021862871686548,0.19679068446182998,,,,,,,,0.06101930297606923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-03,1999-05-10,0.34472486530728147,0.34987057665021326,0.014816698095611832,-0.015816698178945057,-0.016816698762278832,0,False,False,True,missing_context,True
1999-05-03,0.074593443836598938,0.19118821207632347,0.29062843553349904,,,0.073235386466188046,0.0013580573704110002,0.7038168388673508,,0.29719142277354604,,,0.28146031981765662,,-0.057248027113130699,-0.037871086029180601,,0.024479772270453112,,0.24843623918945418,0.32849952156267964,-0.062350858299633716,0.37795219323203694,0.18976674338754992,,,,,,,,0.079843408271197333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-04,1999-05-11,0.36109644059661272,0.33583828594276632,-0.072515318854047259,0.071515318770714029,0.070515318187380258,1,False,False,True,missing_context,True
1999-05-04,-0.063780398857939971,0.016261947252407049,0.20186626329608165,,,-0.036943476511302413,-0.026836922346637621,0.75499957168485532,,0.37360243130764853,,,0.18921241487144402,,-0.057719520418255177,-0.055754447997597087,,0.012459999550283467,,0.073981467670662229,0.25762071129367875,-0.068214447547880558,0.38084835210368717,0.19742170995519501,,,,,,,,-0.047865489007526275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-05,1999-05-12,0.34659573432212198,0.33583834686624536,-0.031529136323689456,0.030529136240356233,0.029529135657022459,1,False,False,True,missing_context,True
1999-05-05,0.010694661401391376,0.064539679086672214,0.23585807581131063,,,0.014737186013275304,-0.0040425246118839329,0.74463112137924814,,0.36433505915396319,,,0.18701000157813974,,0.0069444391676141181,-0.015451001539017951,,0.012361829657272562,,0.057595239919058093,0.25130907735032859,-0.027812831196290515,0.3966357732285421,0.19737328542500357,,,,,,,,-0.019158028327705207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-06,1999-05-13,0.3484675186240333,0.34753195055669167,-0.0026884176562222226,0.0016884175728889988,0.00068841698955522364,1,False,False,True,missing_context,True
1999-05-06,-0.054659607297646316,0.034286986120316228,0.1879548084626172,,,-0.045308373767910651,-0.0093512335297356794,0.7790760483029171,,0.41207953666507541,,,0.11315169899686062,,-0.021901179742016965,-0.060378245063393877,,-0.0063942791575836927,,0.056188165862333189,0.24833305352601107,-0.053983965905810186,0.41520441450251283,0.19346925568147247,,,,,,,,-0.017651028049701915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-07,1999-05-14,0.33396741401613611,0.33770923236945621,0.01114184059450999,-0.012141840677843213,-0.013141841261176989,0,False,False,True,missing_context,True
1999-05-07,0.030431030884374946,-0.0027208700332209536,0.22178104229416273,,,0.027624254207773452,0.0028067766766013582,0.78095945210631024,,0.41190326444402214,,,0.13459770580730912,,-0.014060340713168919,-0.052295756791651798,,0.00092619489393093923,,0.011339470679947965,0.2740767990858145,-0.05322195168558274,0.41855658239058807,0.19548033988577523,,,,,,,,0.016170607793683969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-10,1999-05-17,0.34987057665021326,0.32741874343804334,-0.066323392447256546,0.065323392363923316,0.064323391780589545,1,False,False,True,missing_context,True
1999-05-10,-0.013716253570958459,-0.091030567440778518,0.22176294107503067,,,-0.032611879070202368,0.018895625499243719,0.78096707469225934,,0.41191085420291029,,,0.10682305568580297,,0.0011693532598140333,-0.035574542536809896,,-0.014664688756076879,,-0.092199920700592547,0.25733748361184056,-0.020909853780733019,0.42057360190759541,0.19211979635540968,,,,,,,,-0.02369598310934308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-11,1999-05-18,0.33583828594276632,0.3353706955506901,-0.0013932783398616809,0.00039327825652845706,-0.00060672232680531813,0,False,False,True,missing_context,True
1999-05-11,-0.011110838991117492,-0.038361007573956087,0.25651554703464369,,,-0.0027891652312112018,-0.0083216737599064016,0.75672044144045447,,0.38042409338845518,,,0.081204859360179515,,0.032732185776683784,-0.0063055907407527749,,0.0018440309743137171,,-0.071093193350639877,0.26282113777539645,-0.0081496217150664914,0.42247116214262176,0.19453808490678742,,,,,,,,-0.026758761657573588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-12,1999-05-19,0.33583834686624536,0.34051540489638288,0.013830432877340688,-0.014830432960673911,-0.015830433544007688,0,False,False,True,missing_context,True
1999-05-12,0.038361007573956066,-0.010694661401391317,0.2690420092666484,,,0.035571660935573526,0.0027893466383826218,0.76087153052487588,,0.38042409338845518,,,0.10879424907224711,,0.023369665815449556,0.049071834108907204,,0.026630964065655266,,-0.03406432721684087,0.2199701751577412,0.022440870043251938,0.4078442985721461,0.18535532050982695,,,,,,,,0.017870837806093692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-13,1999-05-20,0.34753195055669167,0.34004775229474532,-0.021770549152243461,0.020770549068910238,0.019770548485576463,1,False,False,True,missing_context,True
1999-05-13,-0.0067451826640749692,0.03721976323218007,0.25615922394746971,,,-0.0054001928795082109,-0.0013449897845665736,0.76388236240712681,,0.38117680831077849,,,0.087803641889026673,,0.04161200097843331,0.01678798008295462,,0.034725343715210216,,-0.00439223774625324,0.23937124386451508,-0.017937363632255596,0.41230374095455874,0.18463094430989921,,,,,,,,0.012021061420885657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-14,1999-05-21,0.33770923236945621,0.32180624498651877,-0.048235625193979059,0.047235625110645836,0.046235624527312058,1,False,False,True,missing_context,True
1999-05-14,-0.04003274544558999,-0.03324401309778479,0.22490562452385041,,,-0.016761599484521265,-0.023271145961068645,0.78340310355040566,,0.40560776029589185,,,0.03423099643279337,,0.0082259070008249714,0.027285820945250151,,0.016961196465243304,,-0.04146992009860976,0.19761980357860026,0.010324624480006848,0.40360869166491331,0.2071138430078675,,,,,,,,-0.020907074558672665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-17,1999-05-24,0.32741874343804334,0.32648323748681118,-0.0028613052621836092,0.0018613051788503854,0.00086130459551661022,1,False,False,True,missing_context,True
1999-05-17,0,-0.019527759526826297,0.26999947789586026,,,0.014183753850227972,-0.014183753850227999,0.7562741347816857,,0.37268769030094356,,,0.021729126547188393,,0.016079515860846043,0.093157462968614477,,0.035557107512949743,,-0.035607275387672339,0.17684201492724577,0.057600355455664734,0.3622838184825069,0.1978828275673914,,,,,,,,-0.017833338398405656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-18,1999-05-25,0.3353706955506901,0.3110480150267938,-0.075289184512112403,0.074289184428779173,0.073289183845445402,1,False,False,True,missing_context,True
1999-05-18,0.01952775952682622,0.011110838991117391,0.28400782900732557,,,0.0097149520997680521,0.0098128074270583832,0.75594815708546026,,0.37268769030094356,,,0.028628912974213439,,-0.0040336702889833126,0.066233561349643685,,0.021222155924600875,,0.015144509280100703,0.21777426765768187,0.045011405425042811,0.35730952729852927,0.19411603035043248,,,,,,,,0.023993023010199569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-19,1999-05-26,0.34051540489638288,0.31245104907025073,-0.086012552621153135,0.085012552537819905,0.084012551954486134,1,False,False,True,missing_context,True
