strategy_decision_date,strategy_fill_date,strategy_adjusted_open,strategy_equity_before_fill,strategy_equity,strategy_cash,strategy_shares,strategy_holding_exposure_for_return,strategy_target_exposure,strategy_new_exposure_after_fill,strategy_signed_share_delta,strategy_reference_price,strategy_fill_price,strategy_turnover,strategy_fees,strategy_slippage,strategy_margin_interest,strategy_trade_executed,strategy_daily_return,strategy_monetary_pnl,strategy_drawdown,aapl_decision_date,aapl_fill_date,aapl_adjusted_open,aapl_equity_before_fill,aapl_equity,aapl_cash,aapl_shares,aapl_holding_exposure_for_return,aapl_target_exposure,aapl_new_exposure_after_fill,aapl_signed_share_delta,aapl_reference_price,aapl_fill_price,aapl_turnover,aapl_fees,aapl_slippage,aapl_margin_interest,aapl_trade_executed,aapl_daily_return,aapl_monetary_pnl,aapl_drawdown
2001-02-20,2001-02-21,0.27316082606235753,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.27316082606235753,0.27316082606235753,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-02-20,2001-02-21,0.27316082606235753,347.8594866572274,347.8594866572274,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.27316082606235753,0.27316082606235753,0.0,0.0,0.0,0.0,False,-0.04885982919576026,-17.86945355049579,-0.7437471385487162
2001-02-21,2001-02-22,0.28532222687325787,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.28532222687325787,0.28532222687325787,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-02-21,2001-02-22,0.28532222687325787,363.34654863494615,363.34654863494615,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.28532222687325787,0.28532222687325787,0.0,0.0,0.0,0.0,False,0.04452102809252789,15.487061977718724,-0.732338497705253
2001-02-22,2001-02-23,0.27877342749359424,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.27877342749359424,0.27877342749359424,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-02-22,2001-02-23,0.27877342749359424,355.0069121531363,355.0069121531363,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.27877342749359424,0.27877342749359424,0.0,0.0,0.0,0.0,False,-0.02295229310183622,-8.339636481809862,-0.7384819429579998
2001-02-23,2001-02-26,0.2853222558715941,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.2853222558715941,0.2853222558715941,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-02-23,2001-02-26,0.2853222558715941,363.34658556317817,363.34658556317817,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2853222558715941,0.2853222558715941,0.0,0.0,0.0,0.0,False,0.02349158037363641,8.339673410041883,-0.7323384705018405
2001-02-26,2001-02-27,0.2885961462386546,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.2885961462386546,0.2885961462386546,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-02-26,2001-02-27,0.2885961462386546,367.5157552017182,367.5157552017182,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2885961462386546,0.2885961462386546,0.0,0.0,0.0,0.0,False,0.011474360305541165,4.1691696385400405,-0.7292672256724464
2001-02-27,2001-02-28,0.2899992866950365,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.2899992866950365,0.2899992866950365,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-02-27,2001-02-28,0.2899992866950365,369.3025989666202,369.3025989666202,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2899992866950365,0.2899992866950365,0.0,0.0,0.0,0.0,False,0.004861951466329062,1.7868437649020166,-0.7279509360633212
2001-02-28,2001-03-01,0.2666121709841847,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.2666121709841847,0.2666121709841847,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-02-28,2001-03-01,0.2666121709841847,339.52003393764744,339.52003393764744,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2666121709841847,0.2666121709841847,0.0,0.0,0.0,0.0,False,-0.08064542495046101,-29.782565028972783,-0.7498904484318698
2001-03-01,2001-03-02,0.2740963451861143,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.2740963451861143,0.2740963451861143,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-01,2001-03-02,0.2740963451861143,349.0508331868128,349.0508331868128,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2740963451861143,0.2740963451861143,0.0,0.0,0.0,0.0,False,0.028071389893050247,9.53079924916534,-0.7428695256938249
2001-03-02,2001-03-05,0.28999934831928126,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.28999934831928126,0.28999934831928126,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-02,2001-03-05,0.28999934831928126,369.30267744265376,369.30267744265376,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.28999934831928126,0.28999934831928126,0.0,0.0,0.0,0.0,False,0.05801975623705835,20.25184425584098,-0.7279508782534614
2001-03-05,2001-03-06,0.31011263157169733,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.31011263157169733,0.31011263157169733,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-05,2001-03-06,0.31011263157169733,394.9161465774252,394.9161465774252,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.31011263157169733,0.31011263157169733,0.0,0.0,0.0,0.0,False,0.06935630500200962,25.613469134771435,-0.7090825563900797
2001-03-06,2001-03-07,0.31899907504285374,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.31899907504285374,0.31899907504285374,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-06,2001-03-07,0.31899907504285374,406.2326801691755,406.2326801691755,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.31899907504285374,0.31899907504285374,0.0,0.0,0.0,0.0,False,0.028655535332819504,11.316533591750328,-0.7007461613057822
2001-03-07,2001-03-08,0.3096447727229536,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.3096447727229536,0.3096447727229536,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-07,2001-03-08,0.3096447727229536,394.32034687474425,394.32034687474425,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3096447727229536,0.3096447727229536,0.0,0.0,0.0,0.0,False,-0.029323916750051637,-11.912333294431278,-0.7095214559587848
2001-03-08,2001-03-09,0.30870936046237546,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.30870936046237546,0.30870936046237546,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-08,2001-03-09,0.30870936046237546,393.1291364311819,393.1291364311819,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.30870936046237546,0.30870936046237546,0.0,0.0,0.0,0.0,False,-0.0030209205611718692,-1.1912104435623405,-0.7103989685650581
2001-03-09,2001-03-12,0.29467719197544046,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.29467719197544046,0.29467719197544046,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-09,2001-03-12,0.29467719197544046,375.2597259563482,375.2597259563482,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.29467719197544046,0.29467719197544046,0.0,0.0,0.0,0.0,False,-0.04545430195546396,-17.869410474833728,-0.7235625812945158
2001-03-12,2001-03-13,0.2825160299929331,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.2825160299929331,0.2825160299929331,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-12,2001-03-13,0.2825160299929331,359.7729681171232,359.7729681171232,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2825160299929331,0.2825160299929331,0.0,0.0,0.0,0.0,False,-0.0412694375868794,-15.486757839224992,-0.7349709980924598
2001-03-13,2001-03-14,0.2769026845252866,235.33186250650692,235.33186250650692,235.33186250650692,0.0,0.0,0.0,0.0,0.0,0.2769026845252866,0.2769026845252866,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.7862097652024257,2001-03-13,2001-03-14,0.2769026845252866,352.62459512033246,352.62459512033246,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2769026845252866,0.2769026845252866,0.0,0.0,0.0,0.0,False,-0.01986912200269475,-7.148372996790727,-0.7402368916656131
2001-03-14,2001-03-15,0.3124511546876359,235.33186250650692,235.2142553788175,0.0,752.8032841292145,0.0,1.0,1.0,752.8032841292145,0.3124511546876359,0.3126073802649797,0.9995002498750625,0.0,0.11760712768939052,0.0,True,-0.0004997501249375258,-0.11760712768941062,-0.7863166068989762,2001-03-14,2001-03-15,0.3124511546876359,397.8941630901617,397.8941630901617,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3124511546876359,0.3124511546876359,0.0,0.0,0.0,0.0,False,0.12837892930974126,45.26956796982927,-0.7068887819434743
2001-03-15,2001-03-16,0.28438674880429965,214.08727846270673,214.08727846270673,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.28438674880429965,0.28438674880429965,0.0,0.0,0.0,0.0,False,-0.08982013816333256,-21.126976916110777,-0.8055096787905199,2001-03-15,2001-03-16,0.28438674880429965,362.1552543870198,362.1552543870198,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.28438674880429965,0.28438674880429965,0.0,0.0,0.0,0.0,False,-0.08982013816333267,-35.73890870314193,-0.7332160720465342
2001-03-16,2001-03-19,0.2956126303581487,222.53815896368988,222.53815896368988,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.2956126303581487,0.2956126303581487,0.0,0.0,0.0,0.0,False,0.039473996594595606,8.450880500983146,-0.797832368513415,2001-03-16,2001-03-19,0.2956126303581487,376.45096966540797,376.45096966540797,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2956126303581487,0.2956126303581487,0.0,0.0,0.0,0.0,False,0.03947399659459583,14.295715278388172,-0.7226850441830062
2001-03-19,2001-03-20,0.3101125957401005,233.45378052298312,233.45378052298312,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3101125957401005,0.3101125957401005,0.0,0.0,0.0,0.0,False,0.049050561081860566,10.915621559293243,-0.7879159327564073,2001-03-19,2001-03-20,0.3101125957401005,394.91610094730663,394.91610094730663,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3101125957401005,0.3101125957401005,0.0,0.0,0.0,0.0,False,0.049050561081860344,18.465131281898664,-0.7090825900037913
2001-03-20,2001-03-21,0.2960804251766831,222.8903164393812,222.8903164393812,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.2960804251766831,0.2960804251766831,0.0,0.0,0.0,0.0,False,-0.045248631484731794,-10.563464083601929,-0.7975124465588956,2001-03-20,2001-03-21,0.2960804251766831,377.0466878281548,377.0466878281548,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2960804251766831,0.2960804251766831,0.0,0.0,0.0,0.0,False,-0.045248631484731794,-17.86941311915183,-0.7222462046812024
2001-03-21,2001-03-22,0.3049669417987854,229.58011533696867,229.58011533696867,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3049669417987854,0.3049669417987854,0.0,0.0,0.0,0.0,False,0.030013860648840263,6.68979889758748,-0.7914350133467898,2001-03-21,2001-03-22,0.3049669417987854,388.3633145747358,388.3633145747358,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3049669417987854,0.3049669417987854,0.0,0.0,0.0,0.0,False,0.030013860648840263,11.316626746580994,-0.7139097409738174
2001-03-22,2001-03-23,0.33022485492294124,248.59435528708357,248.59435528708357,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.33022485492294124,0.33022485492294124,0.0,0.0,0.0,0.0,False,0.08282180676757012,19.0142399501149,-0.7741612843237168,2001-03-22,2001-03-23,0.33022485492294124,420.52826597005765,420.52826597005765,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.33022485492294124,0.33022485492294124,0.0,0.0,0.0,0.0,False,0.08282180676757012,32.16495139532185,-0.6902152288226668
2001-03-23,2001-03-26,0.34620351368713337,260.62314208074747,260.62314208074747,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.34620351368713337,0.34620351368713337,0.0,0.0,0.0,0.0,False,0.04838720806742658,12.028786793663897,-0.763233579398608,2001-03-23,2001-03-26,0.34620351368713337,440.87645467378496,440.87645467378496,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.34620351368713337,0.34620351368713337,0.0,0.0,0.0,0.0,False,0.04838720806742658,20.348188703727317,-0.675225608643589
2001-03-26,2001-03-27,0.32839192533953326,247.21451987711646,247.21451987711646,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.32839192533953326,0.32839192533953326,0.0,0.0,0.0,0.0,False,-0.0514483176612025,-13.408622203631012,-0.7754148134172143,2001-03-26,2001-03-27,0.32839192533953326,418.1941027843833,418.1941027843833,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.32839192533953326,0.32839192533953326,0.0,0.0,0.0,0.0,False,-0.051448317661202614,-22.682351889401673,-0.6919347046983174
2001-03-27,2001-03-28,0.33048740052262726,248.79200047676088,248.79200047676088,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.33048740052262726,0.33048740052262726,0.0,0.0,0.0,0.0,False,0.006381019207239769,1.5774805996444172,-0.7739817310279681,2001-03-27,2001-03-28,0.33048740052262726,420.86260738660485,420.86260738660485,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.33048740052262726,0.33048740052262726,0.0,0.0,0.0,0.0,False,0.006381019207239769,2.66850460222156,-0.6899689341319134
2001-03-28,2001-03-29,0.3258470959677426,245.29876396848394,245.29876396848394,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3258470959677426,0.3258470959677426,0.0,0.0,0.0,0.0,False,-0.014040791108969941,-3.4932365082769365,-0.7771552063294154,2001-03-28,2001-03-29,0.3258470959677426,414.9533634307131,414.9533634307131,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3258470959677426,0.3258470959677426,0.0,0.0,0.0,0.0,False,-0.01404079110896983,-5.909243955891725,-0.6943220155650585
2001-03-29,2001-03-30,0.3375224039962339,254.0879741955524,254.0879741955524,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3375224039962339,0.3375224039962339,0.0,0.0,0.0,0.0,False,0.03583063397823594,8.789210227068452,-0.7691705360934491,2001-03-29,2001-03-30,0.3375224039962339,429.8214055138369,429.8214055138369,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3375224039962339,0.3375224039962339,0.0,0.0,0.0,0.0,False,0.03583063397823594,14.868042083123783,-0.6833693795895652
2001-03-30,2001-04-02,0.3306365161787675,248.90425523241834,248.90425523241834,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3306365161787675,0.3306365161787675,0.0,0.0,0.0,0.0,False,-0.02040127628844224,-5.183718963134055,-0.7738797517621196,2001-03-30,2001-04-02,0.3306365161787675,421.05250026526255,421.05250026526255,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3306365161787675,0.3306365161787675,0.0,0.0,0.0,0.0,False,-0.02040127628844224,-8.768905248574356,-0.6898290483579393
2001-04-02,2001-04-03,0.31971078194903685,240.67932662275413,240.67932662275413,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.31971078194903685,0.31971078194903685,0.0,0.0,0.0,0.0,False,-0.03304454800093326,-8.224928609664204,-0.7813517931589993,2001-04-02,2001-04-03,0.31971078194903685,407.1390107093341,407.1390107093341,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.31971078194903685,0.31971078194903685,0.0,0.0,0.0,0.0,False,-0.03304454800093326,-13.913489555928436,-0.7000785072579706
2001-04-03,2001-04-04,0.2957619265888537,222.65054965647272,222.65054965647272,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.2957619265888537,0.2957619265888537,0.0,0.0,0.0,0.0,False,-0.07490787521829867,-18.028776966281413,-0.7977302657537497,2001-04-03,2001-04-04,0.2957619265888537,376.64109249861775,376.64109249861775,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.2957619265888537,0.2957619265888537,0.0,0.0,0.0,0.0,False,-0.07490787521829867,-30.497918210716364,-0.7225449890115764
2001-04-04,2001-04-05,0.3083347792241554,232.11543441120048,232.11543441120048,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3083347792241554,0.3083347792241554,0.0,0.0,0.0,0.0,False,0.042510044414132864,9.464884754727763,-0.7891317703673068,2001-04-04,2001-04-05,0.3083347792241554,392.6521220689215,392.6521220689215,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3083347792241554,0.3083347792241554,0.0,0.0,0.0,0.0,False,0.042510044414132864,16.011029570303776,-0.7107503641715347
2001-04-05,2001-04-06,0.31132888452112367,234.36940671178687,234.36940671178687,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.31132888452112367,0.31132888452112367,0.0,0.0,0.0,0.0,False,0.009710566237458362,2.2539723005863834,-0.7870841204560829,2001-04-05,2001-04-06,0.31132888452112367,396.46499650855037,396.46499650855037,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.31132888452112367,0.31132888452112367,0.0,0.0,0.0,0.0,False,0.009710566237458362,3.8128744396288425,-0.7079415864236618
2001-04-06,2001-04-09,0.3096818060240967,233.12948061000634,233.12948061000634,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3096818060240967,0.3096818060240967,0.0,0.0,0.0,0.0,False,-0.005290477623239087,-1.2399261017805259,-0.7882105471524422,2001-04-06,2001-04-09,0.3096818060240967,394.3675073161243,394.3675073161243,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3096818060240967,0.3096818060240967,0.0,0.0,0.0,0.0,False,-0.005290477623239087,-2.0974891924260533,-0.7094867149253661
2001-04-09,2001-04-10,0.31282501426096526,235.49569809342302,235.49569809342302,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.31282501426096526,0.31282501426096526,0.0,0.0,0.0,0.0,False,0.010149799490074107,2.3662174834166763,-0.7860609266719271,2001-04-09,2001-04-10,0.31282501426096526,398.3702584407833,398.3702584407833,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.31282501426096526,0.31282501426096526,0.0,0.0,0.0,0.0,False,0.010149799490074107,4.002751124658971,-0.7065380633326559
2001-04-10,2001-04-11,0.3439579829574424,258.93269917282305,258.93269917282305,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3439579829574424,0.3439579829574424,0.0,0.0,0.0,0.0,False,0.09952199241492043,23.437001079400034,-0.7647692838389155,2001-04-10,2001-04-11,0.3439579829574424,438.0168602796568,438.0168602796568,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3439579829574424,0.3439579829574424,0.0,0.0,0.0,0.0,False,0.09952199241492043,39.646601838873494,-0.6773321466975806
2001-04-11,2001-04-12,0.32060833559096336,241.35500795207855,241.35500795207855,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.32060833559096336,0.32060833559096336,0.0,0.0,0.0,0.0,False,-0.06788517354856127,-17.577691220744498,-0.780737961829463,2001-04-11,2001-04-12,0.32060833559096336,408.2820097023764,408.2820097023764,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.32060833559096336,0.32060833559096336,0.0,0.0,0.0,0.0,False,-0.06788517354856116,-29.734850577280383,-0.699236509917557
2001-04-12,2001-04-16,0.33063663119823394,248.90434181945042,248.90434181945042,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.33063663119823394,0.33063663119823394,0.0,0.0,0.0,0.0,False,0.03127896094400007,7.549333867371871,-0.7738796731010249,2001-04-12,2001-04-16,0.33063663119823394,421.05264673799485,421.05264673799485,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.33063663119823394,0.33063663119823394,0.0,0.0,0.0,0.0,False,0.03127896094400007,12.77063703561845,-0.6898289404578871
2001-04-16,2001-04-17,0.31731520298117893,238.87592690835982,238.87592690835982,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.31731520298117893,0.31731520298117893,0.0,0.0,0.0,0.0,False,-0.04029023695522749,-10.028414911090607,-0.7829901146521782,2001-04-16,2001-04-17,0.31731520298117893,404.08833583029536,404.08833583029536,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.31731520298117893,0.31731520298117893,0.0,0.0,0.0,0.0,False,-0.04029023695522749,-16.964310907699485,-0.7023258059434928
2001-04-17,2001-04-18,0.3228539223245363,243.04549301990926,243.04549301990926,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3228539223245363,0.3228539223245363,0.0,0.0,0.0,0.0,False,0.01745494477201559,4.169566111549443,-0.7792022190884506,2001-04-17,2001-04-18,0.3228539223245363,411.1416754152288,411.1416754152288,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3228539223245363,0.3228539223245363,0.0,0.0,0.0,0.0,False,0.01745494477201537,7.05333958493344,-0.6971299193261823
2001-04-18,2001-04-19,0.3824251157487229,287.89088306913357,287.89088306913357,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3824251157487229,0.3824251157487229,0.0,0.0,0.0,0.0,False,0.1845143865537584,44.84539004922431,-0.7384618519911248,2001-04-18,2001-04-19,0.3824251157487229,487.00322944115425,487.00322944115425,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3824251157487229,0.3824251157487229,0.0,0.0,0.0,0.0,False,0.18451438655375862,75.86155402592544,-0.6412460321851654
2001-04-19,2001-04-20,0.3731454109224318,280.9050908001519,280.9050908001519,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3731454109224318,0.3731454109224318,0.0,0.0,0.0,0.0,False,-0.024265416794404304,-6.9857922689816405,-0.7448081841601968,2001-04-19,2001-04-20,0.3731454109224318,475.1858930985437,475.1858930985437,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3731454109224318,0.3731454109224318,0.0,0.0,0.0,0.0,False,-0.024265416794404304,-11.817336342610531,-0.6499513467408387
2001-04-20,2001-04-23,0.3643144072322168,274.2570822200009,274.2570822200009,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3643144072322168,0.3643144072322168,0.0,0.0,0.0,0.0,False,-0.023666386967976738,-6.648008580151043,-0.7508476524249222,2001-04-20,2001-04-23,0.3643144072322168,463.9399598707499,463.9399598707499,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3643144072322168,0.3643144072322168,0.0,0.0,0.0,0.0,False,-0.02366638696797696,-11.245933227793842,-0.6582357336264892
2001-04-23,2001-04-24,0.36416431893252355,274.1440952550824,274.1440952550824,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.36416431893252355,0.36416431893252355,0.0,0.0,0.0,0.0,False,-0.000411974648034219,-0.11298696491849114,-0.7509502968756214,2001-04-23,2001-04-24,0.36416431893252355,463.7488283690732,463.7488283690732,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.36416431893252355,0.36416431893252355,0.0,0.0,0.0,0.0,False,-0.000411974648034108,-0.19113150167669346,-0.6583765318398391
2001-04-24,2001-04-25,0.36236794813448564,272.79178141880567,272.79178141880567,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.36236794813448564,0.36236794813448564,0.0,0.0,0.0,0.0,False,-0.004932857791514533,-1.3523138362767213,-0.7521788236441529,2001-04-24,2001-04-25,0.36236794813448564,461.461221347747,461.461221347747,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.36236794813448564,0.36236794813448564,0.0,0.0,0.0,0.0,False,-0.004932857791514644,-2.287607021326153,-0.6600617118265172
2001-04-25,2001-04-26,0.3767370516745324,283.6088897537456,283.6088897537456,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3767370516745324,0.3767370516745324,0.0,0.0,0.0,0.0,False,0.03965335128015779,10.817108334939917,-0.7423518834834526,2001-04-25,2001-04-26,0.3767370516745324,479.75970526001987,479.75970526001987,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3767370516745324,0.3767370516745324,0.0,0.0,0.0,0.0,False,0.03965335128015779,18.298483912272843,-0.6465820194719986
2001-04-26,2001-04-27,0.37718645783493926,283.9472041872078,283.9472041872078,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.37718645783493926,0.37718645783493926,0.0,0.0,0.0,0.0,False,0.001192890793218604,0.3383144334621875,-0.7420445374173699,2001-04-26,2001-04-27,0.37718645783493926,480.3320061953818,480.3320061953818,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.37718645783493926,0.37718645783493926,0.0,0.0,0.0,0.0,False,0.001192890793218604,0.5723009353619091,-0.6461604304168689
2001-04-27,2001-04-30,0.39963819296397884,300.848944126748,300.848944126748,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.39963819296397884,0.39963819296397884,0.0,0.0,0.0,0.0,False,0.059524234400972764,16.90173993954022,-0.72668993599759,2001-04-27,2001-04-30,0.39963819296397884,508.9234011224452,508.9234011224452,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.39963819296397884,0.39963819296397884,0.0,0.0,0.0,0.0,False,0.059524234400972764,28.591394927063448,-0.6250984009366631
2001-04-30,2001-05-01,0.3803297293377076,286.3134692974015,286.3134692974015,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3803297293377076,0.3803297293377076,0.0,0.0,0.0,0.0,False,-0.0483148607070486,-14.53547482934647,-0.739894873669701,2001-04-30,2001-05-01,0.3803297293377076,484.3348378866569,484.3348378866569,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3803297293377076,0.3803297293377076,0.0,0.0,0.0,0.0,False,-0.0483148607070486,-24.588563235788342,-0.643211719474258
2001-05-01,2001-05-02,0.39424937270722604,296.79222253988246,296.79222253988246,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.39424937270722604,0.39424937270722604,0.0,0.0,0.0,0.0,False,0.0365988832736206,10.478753242480934,-0.7303753165122681,2001-05-01,2001-05-02,0.39424937270722604,502.06095208381856,502.06095208381856,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.39424937270722604,0.39424937270722604,0.0,0.0,0.0,0.0,False,0.0365988832736206,17.726114197161678,-0.6301536668419007
2001-05-02,2001-05-03,0.3887115027384257,292.623295840289,292.623295840289,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3887115027384257,0.3887115027384257,0.0,0.0,0.0,0.0,False,-0.014046617070746281,-4.168926699593442,-0.7341626311940413,2001-05-02,2001-05-03,0.3887115027384257,495.00869414372283,495.00869414372283,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3887115027384257,0.3887115027384257,0.0,0.0,0.0,0.0,False,-0.014046617070746392,-7.052257940095728,-0.6353487566587921
2001-05-03,2001-05-04,0.3628171626805884,273.12995160439044,273.12995160439044,0.0,752.8032841292145,1.0,1.0,1.0,0.0,0.3628171626805884,0.3628171626805884,0.0,0.0,0.0,0.0,False,-0.06661583172973984,-19.493344235898576,-0.751871608621896,2001-05-03,2001-05-04,0.3628171626805884,462.0332782698863,462.0332782698863,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.3628171626805884,0.3628171626805884,0.0,0.0,0.0,0.0,False,-0.06661583172973995,-32.97541587383654,-0.6596403025252505
