strategy_decision_date,strategy_fill_date,strategy_adjusted_open,strategy_equity_before_fill,strategy_equity,strategy_cash,strategy_shares,strategy_holding_exposure_for_return,strategy_target_exposure,strategy_new_exposure_after_fill,strategy_signed_share_delta,strategy_reference_price,strategy_fill_price,strategy_turnover,strategy_fees,strategy_slippage,strategy_margin_interest,strategy_trade_executed,strategy_daily_return,strategy_monetary_pnl,strategy_drawdown,aapl_decision_date,aapl_fill_date,aapl_adjusted_open,aapl_equity_before_fill,aapl_equity,aapl_cash,aapl_shares,aapl_holding_exposure_for_return,aapl_target_exposure,aapl_new_exposure_after_fill,aapl_signed_share_delta,aapl_reference_price,aapl_fill_price,aapl_turnover,aapl_fees,aapl_slippage,aapl_margin_interest,aapl_trade_executed,aapl_daily_return,aapl_monetary_pnl,aapl_drawdown
2000-01-14,2000-01-18,0.7558695812805398,962.5699567332489,962.5699567332489,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7558695812805398,0.7558695812805398,0.0,0.0,0.0,0.0,False,0.010000588684880185,9.530951096025092,-0.06697458185269267,2000-01-14,2000-01-18,0.7558695812805398,962.5699567332489,962.5699567332489,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7558695812805398,0.7558695812805398,0.0,0.0,0.0,0.0,False,0.010000588684880185,9.530951096025092,-0.06697458185269267
2000-01-18,2000-01-19,0.7904822598709049,1006.6478312214723,1006.6478312214723,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7904822598709049,0.7904822598709049,0.0,0.0,0.0,0.0,False,0.04579186601440788,44.077874488223415,-0.024249606916854183,2000-01-18,2000-01-19,0.7904822598709049,1006.6478312214723,1006.6478312214723,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7904822598709049,0.7904822598709049,0.0,0.0,0.0,0.0,False,0.04579186601440788,44.077874488223415,-0.024249606916854183
2000-01-19,2000-01-20,0.8643854211796389,1100.760578374074,1100.760578374074,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8643854211796389,0.8643854211796389,0.0,0.0,0.0,0.0,False,0.09349123321351094,94.11274715260163,0.0,2000-01-19,2000-01-20,0.8643854211796389,1100.760578374074,1100.760578374074,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8643854211796389,0.8643854211796389,0.0,0.0,0.0,0.0,False,0.09349123321351094,94.11274715260163,0.0
2000-01-20,2000-01-21,0.8550302772835878,1088.8471733657661,1088.8471733657661,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8550302772835878,0.8550302772835878,0.0,0.0,0.0,0.0,False,-0.010822884869210125,-11.913405008307791,-0.010822884869210125,2000-01-20,2000-01-21,0.8550302772835878,1088.8471733657661,1088.8471733657661,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8550302772835878,0.8550302772835878,0.0,0.0,0.0,0.0,False,-0.010822884869210125,-11.913405008307791,-0.010822884869210125
2000-01-21,2000-01-24,0.8115308030669203,1033.4523168301698,1033.4523168301698,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8115308030669203,0.8115308030669203,0.0,0.0,0.0,0.0,False,-0.05087477645220284,-55.39485653559632,-0.06114704947312399,2000-01-21,2000-01-24,0.8115308030669203,1033.4523168301698,1033.4523168301698,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8115308030669203,0.8115308030669203,0.0,0.0,0.0,0.0,False,-0.05087477645220284,-55.39485653559632,-0.06114704947312399
2000-01-24,2000-01-25,0.7858049347051995,1000.6914429848231,1000.6914429848231,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7858049347051995,0.7858049347051995,0.0,0.0,0.0,0.0,False,-0.03170042130809836,-32.76087384534674,-0.09090908355117722,2000-01-24,2000-01-25,0.7858049347051995,1000.6914429848231,1000.6914429848231,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7858049347051995,0.7858049347051995,0.0,0.0,0.0,0.0,False,-0.03170042130809836,-32.76087384534674,-0.09090908355117722
2000-01-25,2000-01-26,0.8232243287272092,1048.3435583454252,1048.3435583454252,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8232243287272092,0.8232243287272092,0.0,0.0,0.0,0.0,False,0.04761918940614418,47.652115360602124,-0.04761891101339544,2000-01-25,2000-01-26,0.8232243287272092,1048.3435583454252,1048.3435583454252,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8232243287272092,0.8232243287272092,0.0,0.0,0.0,0.0,False,0.04761918940614418,47.652115360602124,-0.04761891101339544
2000-01-26,2000-01-27,0.8143370072968774,1037.0259067074583,1037.0259067074583,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8143370072968774,0.8143370072968774,0.0,0.0,0.0,0.0,False,-0.010795746821613772,-11.317651637966947,-0.05790057612778765,2000-01-26,2000-01-27,0.8143370072968774,1037.0259067074583,1037.0259067074583,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8143370072968774,0.8143370072968774,0.0,0.0,0.0,0.0,False,-0.010795746821613772,-11.317651637966947,-0.05790057612778765
2000-01-27,2000-01-28,0.8096599862145474,1031.0699057089369,1031.0699057089369,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8096599862145474,0.8096599862145474,0.0,0.0,0.0,0.0,False,-0.005743348319456776,-5.956000998521404,-0.06331138127064528,2000-01-27,2000-01-28,0.8096599862145474,1031.0699057089369,1031.0699057089369,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8096599862145474,0.8096599862145474,0.0,0.0,0.0,0.0,False,-0.005743348319456776,-5.956000998521404,-0.06331138127064528
2000-01-28,2000-01-31,0.7558697235918377,962.570137961047,962.570137961047,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7558697235918377,0.7558697235918377,0.0,0.0,0.0,0.0,False,-0.0664356193199056,-68.4997677478899,-0.125540869765837,2000-01-28,2000-01-31,0.7558697235918377,962.570137961047,962.570137961047,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7558697235918377,0.7558697235918377,0.0,0.0,0.0,0.0,False,-0.0664356193199056,-68.4997677478899,-0.125540869765837
2000-01-31,2000-02-01,0.7783204674141805,991.1602704983175,991.1602704983175,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7783204674141805,0.7783204674141805,0.0,0.0,0.0,0.0,False,0.02970186941164754,28.590132537270506,-0.09956779887379896,2000-01-31,2000-02-01,0.7783204674141805,991.1602704983175,991.1602704983175,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7783204674141805,0.7783204674141805,0.0,0.0,0.0,0.0,False,0.02970186941164754,28.590132537270506,-0.09956779887379896
2000-02-01,2000-02-02,0.7539988052489828,960.1875975957073,960.1875975957073,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7539988052489828,0.7539988052489828,0.0,0.0,0.0,0.0,False,-0.03124890476798292,-30.972672902610157,-0.12770531897681692,2000-02-01,2000-02-02,0.7539988052489828,960.1875975957073,960.1875975957073,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7539988052489828,0.7539988052489828,0.0,0.0,0.0,0.0,False,-0.03124890476798292,-30.972672902610157,-0.12770531897681692
2000-02-02,2000-02-03,0.7507241199533655,956.0174156471531,955.5394069393295,955.5394069393295,0.0,1.0,0.0,0.0,-1273.460370111114,0.7507241199533655,0.7503487578933888,1.0,0.0,0.4780087078235737,0.0,True,-0.004840919282874223,-4.648190656377778,-0.1319280271185307,2000-02-02,2000-02-03,0.7507241199533655,956.0174156471531,956.0174156471531,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7507241199533655,0.7507241199533655,0.0,0.0,0.0,0.0,False,-0.004343090828288321,-4.170181948554159,-0.13149377400553341
2000-02-03,2000-02-04,0.7778530654768168,955.5394069393295,955.5394069393295,955.5394069393295,0.0,0.0,0.0,0.0,0.0,0.7778530654768168,0.7778530654768168,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.1319280271185307,2000-02-03,2000-02-04,0.7778530654768168,990.5650526541716,990.5650526541716,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.7778530654768168,0.7778530654768168,0.0,0.0,0.0,0.0,False,0.036137037298250796,34.547637007018466,-0.10010853212300841
2000-02-04,2000-02-07,0.8082568734145571,955.5394069393295,955.5394069393295,955.5394069393295,0.0,0.0,0.0,0.0,0.0,0.8082568734145571,0.8082568734145571,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.1319280271185307,2000-02-04,2000-02-07,0.8082568734145571,1029.2830971633537,1029.2830971633537,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8082568734145571,0.8082568734145571,0.0,0.0,0.0,0.0,False,0.03908682666064078,38.71804450918205,-0.06493463030471092
2000-02-07,2000-02-08,0.8531594355068626,955.5394069393295,955.5394069393295,955.5394069393295,0.0,0.0,0.0,0.0,0.0,0.8531594355068626,0.8531594355068626,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.1319280271185307,2000-02-07,2000-02-08,0.8531594355068626,1086.4647305043582,1086.4647305043582,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8531594355068626,0.8531594355068626,0.0,0.0,0.0,0.0,False,0.05555481625861125,57.1816333410045,-0.012987245501498657
2000-02-08,2000-02-09,0.8540950461505381,955.5394069393295,955.5394069393295,955.5394069393295,0.0,0.0,0.0,0.0,0.0,0.8540950461505381,0.8540950461505381,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.1319280271185307,2000-02-08,2000-02-09,0.8540950461505381,1087.6561935809332,1087.6561935809332,0.0,1273.460370111114,1.0,1.0,1.0,0.0,0.8540950461505381,0.8540950461505381,0.0,0.0,0.0,0.0,False,0.0010966422039506707,1.191463076575019,-0.011904845659078012
