decision_date,fill_date,adjusted_open,equity_before_fill,equity,cash,shares,holding_exposure_for_return,target_exposure,new_exposure_after_fill,signed_share_delta,reference_price,fill_price,turnover,fees,slippage,margin_interest,trade_executed,daily_return,monetary_pnl,drawdown
2017-04-04,2017-04-05,33.322817899159624,10252.787182723179,10252.787182723179,0,307.68067735897409,1,1,1,0,33.322817899159624,33.322817899159624,0,0,0,0,False,0.0067713126875514895,68.957892480875671,-0.0022380927421882246
2017-04-05,2017-04-06,33.338986749664876,10257.762025598751,10257.762025598751,0,307.68067735897409,1,1,1,0,33.338986749664876,33.338986749664876,0,0,0,0,False,0.00048521858367989168,4.9748428755719942,-0.0017539601226989054
2017-04-06,2017-04-07,33.209591597877093,10217.949637649719,10217.949637649719,0,307.68067735897409,1,1,1,0,33.209591597877093,33.209591597877093,0,0,0,0,False,-0.0038811962930781485,-39.8123879490322,-0.005628348952250728
2017-04-07,2017-04-10,33.179555847635505,10208.708217670403,10208.708217670403,0,307.68067735897409,1,1,1,0,33.179555847635505,33.179555847635505,0,0,0,0,False,-0.00090442997930473279,-9.2414199793165608,-0.0065276884840290705
2017-04-10,2017-04-11,33.027070231356774,10161.791339966261,10161.791339966261,0,307.68067735897409,1,1,1,0,33.027070231356774,33.027070231356774,0,0,0,0,False,-0.0045957702682629664,-46.91687770414137,-0.011093458995636629
2017-04-11,2017-04-12,32.717450050383505,10066.527192960399,10066.527192960399,0,307.68067735897409,1,1,1,0,32.717450050383505,32.717450050383505,0,0,0,0,False,-0.0093747395334904393,-95.264147005862469,-0.020364200240517438
2017-04-12,2017-04-13,32.789077995581373,10088.565727656709,10088.565727656709,0,307.68067735897409,1,1,1,0,32.789077995581373,32.789077995581373,0,0,0,0,False,0.0021892887461449906,22.038534696310307,-0.01821949460878336
2017-04-13,2017-04-17,32.689732341739543,10057.998989589985,10057.998989589985,0,307.68067735897409,1,1,1,0,32.689732341739543,32.689732341739543,0,0,0,0,False,-0.0030298398099274371,-30.566738066723701,-0.021194132268628318
2017-04-17,2017-04-18,32.673553715856414,10053.021139019527,10053.021139019527,0,307.68067735897409,1,1,1,0,32.673553715856414,32.673553715856414,0,0,0,0,False,-0.00049491460235884244,-4.9778505704580311,-0.021678557585443015
2017-04-18,2017-04-19,32.782159899879098,10086.437163285,10086.437163285,0,307.68067735897409,1,1,1,0,32.782159899879098,32.782159899879098,0,0,0,0,False,0.0033239783149139335,33.416024265472515,-0.018426638325841682
2017-04-19,2017-04-20,32.629649253849401,10039.512584410128,10039.512584410128,0,307.68067735897409,1,1,1,0,32.629649253849401,32.629649253849401,0,0,0,0,False,-0.0046522451996904302,-46.924578874872168,-0.02299315828583437
2017-04-20,2017-04-21,32.91154005220848,10126.244936190511,10126.244936190511,0,307.68067735897409,1,1,1,0,32.91154005220848,32.91154005220848,0,0,0,0,False,0.008639099861786681,86.732351780383397,-0.014552698614616832
2017-04-21,2017-04-24,33.156449382600115,10201.598804856942,10201.598804856942,0,307.68067735897409,1,1,1,0,33.156449382600115,33.156449382600115,0,0,0,0,False,0.0074414424242417176,75.353868666430571,-0.0072195492592331822
2017-04-24,2017-04-25,33.251190262855573,10230.748743067526,10230.748743067526,0,307.68067735897409,1,1,1,0,33.251190262855573,33.251190262855573,0,0,0,0,False,0.0028573891963588061,29.149938210584878,-0.0043827891249302864
2017-04-25,2017-04-26,33.380587265966838,10270.561700633021,10270.561700633021,0,307.68067735897409,1,1,1,0,33.380587265966838,33.380587265966838,0,0,0,0,False,0.0038914998858194938,39.812957565494798,-0.00050834486249007327
2017-04-26,2017-04-27,33.253491851121325,10231.456897304135,10231.456897304135,0,307.68067735897409,1,1,1,0,33.253491851121325,33.253491851121325,0,0,0,0,False,-0.0038074649146478956,-39.104803328886192,-0.0043138742719094347
2017-04-27,2017-04-28,33.292777475926698,10243.544324954722,10243.544324954722,0,307.68067735897409,1,1,1,0,33.292777475926698,33.292777475926698,0,0,0,0,False,0.0011813984823385582,12.087427650587415,-0.0031375721940887225
