date,aapl_open,aapl_close,aapl_adj_close,aapl_adj_open,spy_adj_close,qqq_adj_close
1999-03-10,0.30524599552154541,0.29073700308799744,0.24369357526302338,0.25585490389350835,80.08868408203125,43.027046203613281
1999-03-11,0.28794598579406738,0.28738799691200256,0.24088633060455322,0.24135403244235784,80.979850769042969,43.237716674804688
1999-03-12,0.28850400447845459,0.29631701111793518,0.24837052822113037,0.24182172908630561,80.204933166503906,42.184429168701172
1999-03-15,0.29743298888206482,0.30412900447845459,0.2549184262752533,0.24930588116113822,81.347991943359375,43.395698547363281
1999-03-16,0.3125,0.31696400046348572,0.26567679643630981,0.26193510545343834,81.037956237792969,43.764362335205078
1999-03-17,0.32087099552154541,0.30412900447845459,0.2549184262752533,0.2689514252545448,80.689254760742188,43.448368072509766
1999-03-18,0.30691999197006226,0.31696400046348572,0.26567679643630981,0.25725798547982948,81.987281799316406,44.291011810302734
1999-03-19,0.32087099552154541,0.29910698533058167,0.25070908665657043,0.2689515062073215,80.593681335449219,43.158721923828125
1999-03-22,0.30357098579406738,0.31305798888206482,0.26240268349647522,0.2544507539593322,80.749031066894531,42.632038116455078
1999-03-23,0.30747801065444946,0.29464301466941833,0.24696740508079529,0.25772559548351714,78.41864013671875,41.131122589111328
1999-03-24,0.296875,0.3007810115814209,0.25211223959922791,0.24883825191458323,78.86529541015625,42.5267333984375
1999-03-25,0.30691999197006226,0.30189698934555054,0.2530476450920105,0.25725788577105491,80.477149963378906,44.080341339111328
1999-03-26,0.30133900046348572,0.296875,0.24883817136287689,0.25257985965692936,79.894561767578125,43.606365203857422
1999-03-29,0.29910698533058167,0.31584799289703369,0.2647412121295929,0.25070903609845363,81.506439208984375,45.186302185058594
1999-03-30,0.3125,0.32031300663948059,0.26848381757736206,0.26193501747919434,81.079170227050781,44.870304107666016
1999-03-31,0.32477700710296631,0.32087099552154541,0.26895153522491455,0.27222552329517286,79.778038024902344,44.212009429931641
1999-04-01,0.32198700308799744,0.32198700308799744,0.26988691091537476,0.26988691091537476,80.380043029785156,45.133651733398438
1999-04-05,0.32142901420593262,0.33091500401496887,0.27737021446228027,0.26941913640357618,82.283241271972656,46.766254425048828
1999-04-06,0.32868298888206482,0.33928599953651428,0.28438684344291687,0.27549948370767974,82.089035034179688,46.858409881591797
1999-04-07,0.3398439884185791,0.33147299289703369,0.27783805131912231,0.28485455381900998,82.749351501464844,46.371273040771484
1999-04-08,0.32924100756645203,0.32924100756645203,0.27596718072891235,0.27596718072891235,83.797950744628906,46.739906311035156
1999-04-09,0.32366099953651428,0.328125,0.27503177523612976,0.271290085416313,83.817428588867188,47.029575347900391
1999-04-12,0.3125,0.32366099953651428,0.27129006385803223,0.26193500321953589,84.710746765136719,46.713565826416016
1999-04-13,0.3242189884185791,0.30915200710296631,0.25912880897521973,0.27175783558175337,84.166946411132812,46.081607818603516
1999-04-14,0.31473198533058167,0.31724300980567932,0.26591059565544128,0.26380587468999717,82.749351501464844,44.501659393310547
1999-04-15,0.31584799289703369,0.31919598579406738,0.26754751801490784,0.26474125719146879,82.438575744628906,45.107311248779297
1999-04-16,0.32031300663948059,0.3164060115814209,0.26520898938179016,0.2684838014047628,81.739456176757812,43.790691375732422
1999-04-19,0.31863799691200256,0.30245500802993774,0.25351539254188538,0.26707984566719628,80.477149963378906,41.736770629882812
