market,report_date,availability_date,net_share
NASDAQ,1999-07-13,1999-07-21,0.40831842576028621
SP500,1999-07-13,1999-07-21,-0.097463102768142559
NASDAQ,1999-07-20,1999-07-28,0.45721824349792689
SP500,1999-07-20,1999-07-28,-0.076225946617008072
NASDAQ,1999-07-27,1999-08-04,0.36996849842492124
SP500,1999-07-27,1999-08-04,0.036909361069836555
NASDAQ,1999-08-03,1999-08-11,0.37871982032565976
SP500,1999-08-03,1999-08-11,0.15112510840293944
NASDAQ,1999-08-10,1999-08-18,0.3525563363217834
SP500,1999-08-10,1999-08-18,0.29015361763671188
NASDAQ,1999-08-17,1999-08-25,0.28303182963132584
SP500,1999-08-17,1999-08-25,0.33517468971949205
NASDAQ,1999-08-24,1999-09-01,0.32235444113897155
SP500,1999-08-24,1999-09-01,0.35737251623689797
NASDAQ,1999-08-31,1999-09-08,0.27520661157024795
SP500,1999-08-31,1999-09-08,-0.18438377808988765
NASDAQ,1999-09-07,1999-09-15,0.34268537074148298
SP500,1999-09-07,1999-09-15,-0.023083298798176544
NASDAQ,1999-09-14,1999-09-22,0.40751108000933056
SP500,1999-09-14,1999-09-22,0.044788572572839837
NASDAQ,1999-09-21,1999-09-29,0.40805511393746685
SP500,1999-09-21,1999-09-29,0.23910319815364325
NASDAQ,1999-09-28,1999-10-06,0.11663879598662208
SP500,1999-09-28,1999-10-06,0.38777251184834122
NASDAQ,1999-10-05,1999-10-13,0.037098103874690848
SP500,1999-10-05,1999-10-13,0.4958684252343874
NASDAQ,1999-10-12,1999-10-20,0.61053361053361055
SP500,1999-10-12,1999-10-20,0.24290500591249509
NASDAQ,1999-10-19,1999-10-27,0.30278422273781902
SP500,1999-10-19,1999-10-27,0.15829383886255924
NASDAQ,1999-10-26,1999-11-03,0.33395522388059701
SP500,1999-10-26,1999-11-03,0.28999622499056249
NASDAQ,1999-11-02,1999-11-10,0.40378724589250903
SP500,1999-11-02,1999-11-10,0.30427014472038594
NASDAQ,1999-11-09,1999-11-17,0.30235882773409578
SP500,1999-11-09,1999-11-17,0.19303552585297221
NASDAQ,1999-11-16,1999-11-24,0.32880434782608697
SP500,1999-11-16,1999-11-24,0.29908469769240686
NASDAQ,1999-11-23,1999-12-01,0.42326221610461112
SP500,1999-11-23,1999-12-01,0.34746131377788825
NASDAQ,1999-11-30,1999-12-08,0.49675932593979549
SP500,1999-11-30,1999-12-08,0.39095197391331876
NASDAQ,1999-12-07,1999-12-15,0.61393713813068651
SP500,1999-12-07,1999-12-15,0.08759969127862105
NASDAQ,1999-12-14,1999-12-22,0.40716112531969312
SP500,1999-12-14,1999-12-22,0.20023102410554153
NASDAQ,1999-12-21,1999-12-29,0.50693686671862825
SP500,1999-12-21,1999-12-29,0.2832080200501253
NASDAQ,1999-12-28,2000-01-05,0.57687500000000003
SP500,1999-12-28,2000-01-05,0.35529124733150352
NASDAQ,2000-01-04,2000-01-12,0.4581319399085565
SP500,2000-01-04,2000-01-12,-0.14753594218497731
NASDAQ,2000-01-11,2000-01-19,0.4944835680751174
SP500,2000-01-11,2000-01-19,0.10840890354492992
NASDAQ,2000-01-18,2000-01-26,0.23129880805589806
SP500,2000-01-18,2000-01-26,0.14668722937303516
NASDAQ,2000-01-25,2000-02-02,-0.069080514530728915
SP500,2000-01-25,2000-02-02,0.18213753459655099
NASDAQ,2000-02-01,2000-02-09,-0.097277409860191316
SP500,2000-02-01,2000-02-09,0.089552238805970144
NASDAQ,2000-02-08,2000-02-16,0.11646090534979424
SP500,2000-02-08,2000-02-16,0.1210510523382914
NASDAQ,2000-02-15,2000-02-23,0.005147210212065061
SP500,2000-02-15,2000-02-23,0.061311263809270718
NASDAQ,2000-02-22,2000-03-01,-0.31949438814427372
SP500,2000-02-22,2000-03-01,0.023423557406305771
NASDAQ,2000-02-29,2000-03-08,-0.17378080755112743
SP500,2000-02-29,2000-03-08,0.21381892684305345
NASDAQ,2000-03-07,2000-03-15,-0.1267273340074149
SP500,2000-03-07,2000-03-15,0.24675485609839215
NASDAQ,2000-03-14,2000-03-22,-0.13990407349861514
SP500,2000-03-14,2000-03-22,0.36605630394450273
NASDAQ,2000-03-21,2000-03-29,-0.16694610778443114
SP500,2000-03-21,2000-03-29,0.091796489844212181
NASDAQ,2000-03-28,2000-04-05,0.25329641350210969
SP500,2000-03-28,2000-04-05,0.0091605023223808712
NASDAQ,2000-04-04,2000-04-12,-0.055866388308977034
SP500,2000-04-04,2000-04-12,-0.13629332329946905
NASDAQ,2000-04-11,2000-04-19,-0.26213866704360733
SP500,2000-04-11,2000-04-19,-0.048429746078893034
NASDAQ,2000-04-18,2000-04-26,-0.0089478916895724889
SP500,2000-04-18,2000-04-26,-0.0076909871244635192
NASDAQ,2000-04-25,2000-05-03,-0.026070368800339128
SP500,2000-04-25,2000-05-03,0.10448107731599722
NASDAQ,2000-05-02,2000-05-10,-0.20172878311629996
SP500,2000-05-02,2000-05-10,0.018227891842082528
NASDAQ,2000-05-09,2000-05-17,-0.18342340663436452
SP500,2000-05-09,2000-05-17,0.013334085078792321
NASDAQ,2000-05-16,2000-05-24,-0.19749478079331942
SP500,2000-05-16,2000-05-24,0.15171405984236877
NASDAQ,2000-05-23,2000-05-31,-0.15260137719969397
SP500,2000-05-23,2000-05-31,0.01905473566224547
NASDAQ,2000-05-30,2000-06-07,-0.14150977883385121
SP500,2000-05-30,2000-06-07,0.12135697764070932
NASDAQ,2000-06-06,2000-06-14,-0.054678862197205746
SP500,2000-06-06,2000-06-14,0.14761693067221976
NASDAQ,2000-06-13,2000-06-21,-0.24470226115780749
SP500,2000-06-13,2000-06-21,0.03926856298485408
NASDAQ,2000-06-20,2000-06-28,-0.090432600029529006
SP500,2000-06-20,2000-06-28,0.11918576539986461
NASDAQ,2000-06-27,2000-07-05,-0.1654438532623915
SP500,2000-06-27,2000-07-05,0.1589998877119437
NASDAQ,2000-07-05,2000-07-13,-0.14388992537313433
SP500,2000-07-05,2000-07-13,0.22215696578158325
NASDAQ,2000-07-11,2000-07-19,-0.03952742764284773
SP500,2000-07-11,2000-07-19,0.1700904905540562
NASDAQ,2000-07-18,2000-07-26,-0.15289290110791956
SP500,2000-07-18,2000-07-26,0.10801597051597052
NASDAQ,2000-07-25,2000-08-02,-0.21972495088408645
SP500,2000-07-25,2000-08-02,0.14112160636844293
NASDAQ,2000-08-01,2000-08-09,-0.21505056513979773
SP500,2000-08-01,2000-08-09,-0.029888165171439104
NASDAQ,2000-08-08,2000-08-16,-0.23408032693531639
SP500,2000-08-08,2000-08-16,0.015012004941840136
NASDAQ,2000-08-15,2000-08-23,-0.21120358300745345
SP500,2000-08-15,2000-08-23,0.028968943007231247
NASDAQ,2000-08-22,2000-08-30,-0.2115961550235719
SP500,2000-08-22,2000-08-30,-0.0050136550768352835
NASDAQ,2000-08-29,2000-09-06,-0.29944051825677265
SP500,2000-08-29,2000-09-06,0.051817037677967435
NASDAQ,2000-09-05,2000-09-13,-0.23639030750842116
SP500,2000-09-05,2000-09-13,0.091928251121076235
NASDAQ,2000-09-12,2000-09-20,-0.27945465937817343
SP500,2000-09-12,2000-09-20,0.10289559610826579
NASDAQ,2000-09-19,2000-09-27,-0.28563011842337832
SP500,2000-09-19,2000-09-27,0.096477153819323341
NASDAQ,2000-09-26,2000-10-04,-0.24681974135655846
SP500,2000-09-26,2000-10-04,0.1159170653907496
NASDAQ,2000-10-03,2000-10-11,-0.22155974242785595
SP500,2000-10-03,2000-10-11,0.12125915004785184
NASDAQ,2000-10-10,2000-10-18,-0.17733907311495259
SP500,2000-10-10,2000-10-18,0.10538244742702851
NASDAQ,2000-10-17,2000-10-25,-0.081333171294889706
SP500,2000-10-17,2000-10-25,0.16035864031147051
NASDAQ,2000-10-24,2000-11-01,-0.23878424148790778
SP500,2000-10-24,2000-11-01,0.25446180389149814
NASDAQ,2000-10-31,2000-11-08,-0.038116285427868407
SP500,2000-10-31,2000-11-08,0.24261283992150268
NASDAQ,2000-11-07,2000-11-15,-0.043684210526315791
SP500,2000-11-07,2000-11-15,0.21996127638976803
NASDAQ,2000-11-14,2000-11-22,-0.11387990386526681
SP500,2000-11-14,2000-11-22,0.28817284624556466
NASDAQ,2000-11-21,2000-11-29,-0.10609804459900553
SP500,2000-11-21,2000-11-29,0.28440316703651952
NASDAQ,2000-11-28,2000-12-06,-0.075542774982027314
SP500,2000-11-28,2000-12-06,0.27045046089628383
NASDAQ,2000-12-05,2000-12-13,0.023521750455847878
SP500,2000-12-05,2000-12-13,0.30927419354838709
NASDAQ,2000-12-12,2000-12-20,-0.056657538816530212
SP500,2000-12-12,2000-12-20,0.27768358524824743
NASDAQ,2000-12-19,2000-12-27,0.32376369067374711
SP500,2000-12-19,2000-12-27,0.36658285964145171
NASDAQ,2000-12-26,2001-01-03,0.37301200117084593
SP500,2000-12-26,2001-01-03,0.50335789002401399
NASDAQ,2001-01-02,2001-01-10,0.22150608352515619
SP500,2001-01-02,2001-01-10,0.2459767545820295
NASDAQ,2001-01-09,2001-01-17,0.23452639030217229
SP500,2001-01-09,2001-01-17,0.33474760661444736
NASDAQ,2001-01-16,2001-01-24,0.25451654863419571
SP500,2001-01-16,2001-01-24,0.21358726258127272
NASDAQ,2001-01-23,2001-01-31,0.34463713923452172
SP500,2001-01-23,2001-01-31,0.057912222416506384
NASDAQ,2001-01-30,2001-02-07,0.039379930443633894
SP500,2001-01-30,2001-02-07,0.054270187746496792
NASDAQ,2001-02-06,2001-02-14,0.010811199109243396
SP500,2001-02-06,2001-02-14,0.0047011744802680812
NASDAQ,2001-02-13,2001-02-21,0.058269175478388655
SP500,2001-02-13,2001-02-21,0.052274444612362095
NASDAQ,2001-02-20,2001-02-28,0.064688547324627296
SP500,2001-02-20,2001-02-28,-0.081090903804497946
NASDAQ,2001-02-27,2001-03-07,0.10910189833602645
SP500,2001-02-27,2001-03-07,-0.055773300442029078
NASDAQ,2001-03-06,2001-03-14,0.16942198890518678
SP500,2001-03-06,2001-03-14,-0.015386528591132114
NASDAQ,2001-03-13,2001-03-21,0.072186775771794803
SP500,2001-03-13,2001-03-21,-0.07324230212449627
NASDAQ,2001-03-20,2001-03-28,-0.17821531715749309
SP500,2001-03-20,2001-03-28,-0.12616514245515301
NASDAQ,2001-03-27,2001-04-04,-0.0072455089820359277
SP500,2001-03-27,2001-04-04,-0.062756170871664088
NASDAQ,2001-04-03,2001-04-11,0.11383813972125872
