policy,ledger_role,decision_date,fill_date,adjusted_open,equity_before_fill,equity,cash,shares,holding_exposure_for_return,target_exposure,new_exposure_after_fill,signed_share_delta,reference_price,fill_price,turnover,fees,slippage,margin_interest,trade_executed,daily_return,monetary_pnl,drawdown
selector,strategy,2005-01-21,2005-01-24,1.0624082046930985,1117.7159835623454,1117.7159835623454,0,1052.0588777693258,1,1,1,0,1.0624082046930985,1.0624082046930985,0,0,0,0,False,-0.0046282544850708707,-5.1971276432823288,-0.037037563628792625
selector,strategy,2005-01-24,2005-01-25,1.0682450871912146,1123.8567276129847,1123.8567276129847,0,1052.0588777693258,1,1,1,0,1.0682450871912146,1.0682450871912146,0,0,0,0,False,0.0054940111271091219,6.1407440506393414,-0.031747037288381019
selector,strategy,2005-01-25,2005-01-26,1.0875540832266717,1144.1709283129003,1144.1709283129003,0,1052.0588777693258,1,1,1,0,1.0875540832266717,1.0875540832266717,0,0,0,0,False,0.018075436308560233,20.314200699915546,-0.014245442530312236
selector,strategy,2005-01-26,2005-01-27,1.0800695594628504,1136.2967686412965,1136.2967686412965,0,1052.0588777693258,1,1,1,0,1.0800695594628504,1.0800695594628504,0,0,0,0,False,-0.0068819784498583836,-7.8741596716038202,-0.021029384151668329
selector,strategy,2005-01-27,2005-01-28,1.0869555721310715,1143.5412594013305,1143.5412594013305,0,1052.0588777693258,1,1,1,0,1.0869555721310715,1.0869555721310715,0,0,0,0,False,0.0063755270277645604,7.2444907600340684,-0.014787930530940074
selector,strategy,2005-01-28,2005-01-31,1.1162927057956731,1174.40565132148,1174.40565132148,0,1052.0588777693258,1,1,1,0,1.1162927057956731,1.1162927057956731,0,0,0,0,False,0.026990186551124173,30.864391920149501,0
selector,strategy,2005-01-31,2005-02-01,1.1532624762982118,1213.3000265877704,1212.0867265611826,1212.0867265611826,0,1,0,0,-1052.0588777693258,1.1532624762982118,1.1521092138219136,1,0,1.21330002658777,0,True,0.032085229832896855,37.681075239702523,0
selector,strategy,2005-02-01,2005-02-02,1.166732961684851,1212.0867265611826,1210.8758507104719,0,1037.8346120965634,0,1,1,1037.8346120965634,1.166732961684851,1.1678996946465356,0.99900099900099881,0,1.2108758507102946,0,True,-0.00099900099900118722,-1.2108758507106359,-0.00099900099900118722
selector,strategy,2005-02-02,2005-02-03,1.1839459157537389,1228.7400502195921,1228.7400502195921,0,1037.8346120965634,1,1,1,0,1.1839459157537389,1.1839459157537389,0,0,0,0,False,0.0147531222946089,17.864199509120226,0
selector,strategy,2005-02-03,2005-02-04,1.1655362282031085,1209.6338392816647,1209.6338392816647,0,1037.8346120965634,1,1,1,0,1.1655362282031085,1.1655362282031085,0,0,0,0,False,-0.015549432880057057,-19.106210937927472,-0.015549432880057057
selector,strategy,2005-02-04,2005-02-07,1.181401376211064,1226.0992390103559,1226.0992390103559,0,1037.8346120965634,1,1,1,0,1.181401376211064,1.181401376211064,0,0,0,0,False,0.013611887493548469,16.465399728691182,-0.0021492025174603135
selector,strategy,2005-02-07,2005-02-08,1.1834965552111663,1228.2736882951997,1228.2736882951997,0,1037.8346120965634,1,1,1,0,1.1834965552111663,1.1834965552111663,0,0,0,0,False,0.0017734692394058005,2.1744492848438313,-0.00037954482260837974
selector,strategy,2005-02-08,2005-02-09,1.2129835035870031,1258.8762639247479,1258.8762639247479,0,1037.8346120965634,1,1,1,0,1.2129835035870031,1.2129835035870031,0,0,0,0,False,0.024915111282749702,30.602575629548255,0
selector,strategy,2005-02-09,2005-02-10,1.1782581789462776,1222.8371200963131,1222.8371200963131,0,1037.8346120965634,1,1,1,0,1.1782581789462776,1.1782581789462776,0,0,0,0,False,-0.028628027123235311,-36.039143828434817,-0.028628027123235311
selector,strategy,2005-02-10,2005-02-11,1.1953214104166618,1240.5459323104933,1240.5459323104933,0,1037.8346120965634,1,1,1,0,1.1953214104166618,1.1953214104166618,0,0,0,0,False,0.014481742435808131,17.70881221418017,-0.014560868402671234
