decision_date,entry_date,exit_date,raw_active_log_edge,net_active_log_edge,win
2005-01-07,2005-01-10,2005-01-11,0.022886010796866713,0.02188601071353349,True
2005-01-31,2005-02-01,2005-02-02,-0.011612640735564537,-0.01261264081889776,False
2005-04-21,2005-04-22,2005-04-25,0.0095465269080205317,0.0085465268246873085,True
2005-05-04,2005-05-05,2005-05-06,0.0097111817769018373,0.0087111816935686141,True
2005-07-05,2005-07-06,2005-07-07,0.024155940763660649,0.023155940680327426,True
2005-07-07,2005-07-08,2005-07-11,-0.013116055759889703,-0.014116055843222926,False
2005-10-13,2005-10-14,2005-10-17,0.00092590023766469089,-7.4099845668532918e-05,False
2006-02-10,2006-02-13,2006-02-14,0.023230776161745927,0.022230776078412704,True
2006-02-14,2006-02-15,2006-02-16,-0.04013125662954399,-0.041131256712877214,False
2006-06-01,2006-06-02,2006-06-05,0.029645868518610598,0.028645868435277375,True
2006-06-08,2006-06-09,2006-06-12,0.029525745201929098,0.028525745118595874,True
2006-06-15,2006-06-16,2006-06-19,0.019351377265232516,0.018351377181899293,True
2007-02-28,2007-03-01,2007-03-02,-0.03208738249316203,-0.033087382576495253,False
2007-03-12,2007-03-13,2007-03-14,0.0091004799450580751,0.0081004798617248519,True
2007-08-21,2007-08-22,2007-08-23,-0.014149768630978565,-0.015149768714311788,False
2007-11-13,2007-11-14,2007-11-15,0.0627189481195118,0.061718948036178577,True
2008-01-09,2008-01-10,2008-01-11,0.0089371831810171228,0.0079371830976838996,True
2008-01-22,2008-01-23,2008-01-24,-0.027519907066152462,-0.028519907149485685,False
2008-01-31,2008-02-01,2008-02-04,0.015012845034209349,0.014012844950876126,True
2008-02-08,2008-02-11,2008-02-12,-0.020796370905093006,-0.021796370988426229,False
2008-03-11,2008-03-12,2008-03-13,0.023414779553667883,0.022414779470334659,True
2008-03-13,2008-03-14,2008-03-17,0.058091705220726111,0.057091705137392888,True
2008-03-17,2008-03-18,2008-03-19,-0.030044672532229887,-0.03104467261556311,False
2008-06-10,2008-06-11,2008-06-12,0.015581296551282493,0.01458129646794927,True
2008-06-16,2008-06-17,2008-06-18,-0.016814241167734372,-0.017814241251067595,False
2008-07-01,2008-07-02,2008-07-03,0.032543833097622273,0.031543833014289049,True
2008-07-22,2008-07-23,2008-07-24,0.0040692407110243297,0.0030692406276911057,True
2008-09-11,2008-09-12,2008-09-15,0.060645052534872679,0.059645052451539456,True
2008-09-16,2008-09-17,2008-09-18,0.058888718550435835,0.057888718467102612,True
2008-09-26,2008-09-29,2008-09-30,0.099877187333807849,0.098877187250474619,True
2008-09-30,2008-10-01,2008-10-02,0.03556018780608039,0.034560187722747167,True
2008-10-06,2008-10-07,2008-10-08,0.15665892544774565,0.15565892536441242,True
2008-10-08,2008-10-09,2008-10-10,0.085503491548071145,0.084503491464737915,True
2008-10-10,2008-10-13,2008-10-14,-0.10616385269856959,-0.10716385278190282,False
2008-10-24,2008-10-27,2008-10-28,-0.0037798916526165507,-0.0047798917359497747,False
2008-10-28,2008-10-29,2008-10-30,-0.070525147948637401,-0.071525148031970631,False
2008-11-13,2008-11-14,2008-11-17,0.057961688824582254,0.056961688741249031,True
2008-11-24,2008-11-25,2008-11-26,0.051053858211015407,0.050053858127682184,True
2008-11-26,2008-11-28,2008-12-01,0.03656321405413164,0.035563213970798417,True
2010-02-03,2010-02-04,2010-02-05,0.021060834396789557,0.020060834313456333,True
2010-02-05,2010-02-08,2010-02-09,-0.0037234571475911636,-0.0047234572309243876,False
2010-02-11,2010-02-12,2010-02-16,-0.019148218224369313,-0.020148218307702536,False
2010-05-11,2010-05-12,2010-05-13,-0.015235688587066181,-0.016235688670399404,False
2010-05-21,2010-05-24,2010-05-25,0.032594562288893812,0.031594562205560589,True
2010-05-25,2010-05-26,2010-05-27,-0.0020766024028770033,-0.0030766024862102269,False
2010-06-10,2010-06-11,2010-06-14,-0.030665488268014143,-0.031665488351347366,False
2010-07-07,2010-07-08,2010-07-09,0.021527644257280501,0.020527644173947278,True
2010-07-20,2010-07-21,2010-07-22,0.028351209627222526,0.027351209543889303,True
2010-08-12,2010-08-13,2010-08-16,0.016305407271379413,0.01530540718804619,True
2010-08-25,2010-08-26,2010-08-27,0.015189186732192425,0.014189186648859202,True
2011-03-11,2011-03-14,2011-03-15,0.031874457875632818,0.030874457792299595,True
2011-05-23,2011-05-24,2011-05-25,0.0061890803283586341,0.0051890802450254101,True
2011-06-21,2011-06-22,2011-06-23,0.019314340826723581,0.018314340743390358,True
2011-06-23,2011-06-24,2011-06-27,0.011472968967832585,0.010472968884499362,True
2011-08-09,2011-08-10,2011-08-11,0.0016991869120589677,0.00069918682872574392,True
2011-08-23,2011-08-24,2011-08-25,0.022720941834391752,0.021720941751058528,True
2011-08-25,2011-08-26,2011-08-29,-0.044809017296980135,-0.045809017380313358,False
2011-10-05,2011-10-06,2011-10-07,-0.006540654694975204,-0.0075406547783084281,False
2012-04-17,2012-04-18,2012-04-19,0.022242525352906873,0.02124252526957365,True
2012-05-21,2012-05-22,2012-05-23,0.021383978049505831,0.020383977966172608,True
2012-05-23,2012-05-24,2012-05-25,0.019782386396281618,0.018782386312948395,True
2012-05-30,2012-05-31,2012-06-01,0.020141267368512041,0.019141267285178818,True
2012-10-16,2012-10-17,2012-10-18,0.014404834752723712,0.013404834669390488,True
2012-10-22,2012-10-23,2012-10-24,0.015266678355166628,0.014266678271833404,True
2012-11-19,2012-11-20,2012-11-21,0.013484142055197618,0.012484141971864395,True
2013-07-02,2013-07-03,2013-07-05,0.0011173663346393996,0.00011736625130617578,True
2014-08-01,2014-08-04,2014-08-05,0.010535489161127051,0.0095354890777938281,True
2014-09-23,2014-09-24,2014-09-25,0.01628295812035651,0.015282958037023286,True
2014-09-26,2014-09-29,2014-09-30,-0.021659475381796578,-0.022659475465129801,False
2014-10-08,2014-10-09,2014-10-10,0.0084063690376800105,0.0074063689543467865,True
2014-10-20,2014-10-21,2014-10-22,0.0017490020217641518,0.00074900193843092802,True
2014-12-17,2014-12-18,2014-12-19,-0.0034802094448354972,-0.0044802095281687212,False
2015-01-08,2015-01-09,2015-01-12,0.00062147980977782984,-0.00037852027355539397,False
2015-04-06,2015-04-07,2015-04-08,0.014123210185946472,0.013123210102613249,True
2015-08-12,2015-08-13,2015-08-14,0.014933393072199633,0.01393339298886641,True
2015-08-14,2015-08-17,2015-08-18,-0.0033554043502709071,-0.0043554044336041311,False
2015-08-24,2015-08-25,2015-08-26,0.036850678764177872,0.035850678680844648,True
2015-08-26,2015-08-27,2015-08-28,0.00053488675603116133,-0.00046511332730206248,False
2015-09-02,2015-09-03,2015-09-04,0.031791675344435374,0.030791675261102151,True
2015-09-11,2015-09-14,2015-09-15,0.00559096601536525,0.004590965932032026,True
2015-09-24,2015-09-25,2015-09-28,0.022494242242891423,0.0214942421595582,True
2016-01-04,2016-01-05,2016-01-06,0.050323273509183392,0.049323273425850168,True
2016-01-22,2016-01-25,2016-01-26,0.015786079623813412,0.014786079540480189,True
2016-01-29,2016-02-01,2016-02-02,0.010943828799624522,0.0099438287162912989,True
2016-09-12,2016-09-13,2016-09-14,-0.011284417189305302,-0.012284417272638525,False
2016-09-14,2016-09-15,2016-09-16,-0.0110056411605635,-0.012005641243896723,False
2017-08-29,2017-08-30,2017-08-31,0.0009774755229443508,-2.2524560388873004e-05,False
2018-02-06,2018-02-07,2018-02-08,0.017317432808240517,0.016317432724907294,True
2018-02-12,2018-02-13,2018-02-14,-0.0067079284605505102,-0.0077079285438837342,False
2018-02-14,2018-02-15,2018-02-16,-0.015023019131240222,-0.016023019214573445,False
2018-03-26,2018-03-27,2018-03-28,0.037724776468528183,0.03672477638519496,True
2018-04-04,2018-04-05,2018-04-06,0.0093730241063780216,0.0083730240230447985,True
2018-07-02,2018-07-03,2018-07-05,0.013564091448123813,0.01256409136479059,True
2018-10-09,2018-10-10,2018-10-11,0.049739753929903804,0.048739753846570581,True
2018-10-16,2018-10-17,2018-10-18,0.020175170906470138,0.019175170823136915,True
2018-10-23,2018-10-24,2018-10-25,0.022212680102756746,0.021212680019423523,True
2018-11-01,2018-11-02,2018-11-05,0.025373180730984237,0.024373180647651014,True
2018-11-15,2018-11-16,2018-11-19,0.0026281654274314115,0.0016281653440981877,True
2018-12-06,2018-12-07,2018-12-10,0.050174894047258396,0.049174893963925173,True
2018-12-10,2018-12-11,2018-12-12,0.0073675230223716314,0.0063675229390384074,True
2018-12-26,2018-12-27,2018-12-28,-0.010595748541313506,-0.01159574862464673,False
2019-01-02,2019-01-03,2019-01-04,-0.0038127168512520448,-0.0048127169345852684,False
2019-01-04,2019-01-07,2019-01-08,-0.0057666725587017789,-0.0067666726420350029,False
2019-05-15,2019-05-16,2019-05-17,0.015815952561976723,0.0148159524786435,True
2019-06-04,2019-06-05,2019-06-06,0.0065326779497332354,0.0055326778664000114,True
2019-08-07,2019-08-08,2019-08-09,-0.0092716154073649894,-0.010271615490698213,False
2019-08-13,2019-08-14,2019-08-15,-0.0014754971841218457,-0.0024754972674550695,False
2020-02-26,2020-02-27,2020-02-28,0.088623132543856578,0.087623132460523348,True
2020-02-28,2020-03-02,2020-03-03,-0.073041724814215739,-0.074041724897548969,False
2020-03-04,2020-03-05,2020-03-06,0.046829310531194615,0.045829310447861392,True
2020-03-06,2020-03-09,2020-03-10,-0.049521390103649428,-0.050521390186982651,False
2020-03-10,2020-03-11,2020-03-12,0.080481500120306526,0.079481500036973296,True
2020-03-13,2020-03-16,2020-03-17,-0.022719937542380008,-0.023719937625713231,False
2020-03-17,2020-03-18,2020-03-19,-0.031286007195823737,-0.03228600727915696,False
2020-03-24,2020-03-25,2020-03-26,0.017013445058469686,0.016013444975136463,True
2020-03-26,2020-03-27,2020-03-30,0.0079842055367237014,0.0069842054533904773,True
2020-09-21,2020-09-22,2020-09-23,0.0094516091861375131,0.0084516091028042899,True
2020-09-24,2020-09-25,2020-09-28,-0.058914254324307601,-0.059914254407640824,False
2020-10-29,2020-10-30,2020-11-02,0.017713964351222879,0.016713964267889656,True
2021-05-11,2021-05-12,2021-05-13,-0.0095169392182442702,-0.010516939301577493,False
2021-10-06,2021-10-07,2021-10-08,-0.0067571706960086568,-0.0077571707793418808,False
2021-11-30,2021-12-01,2021-12-02,0.053596166122322757,0.052596166038989534,True
2021-12-02,2021-12-03,2021-12-06,-0.0016449324469146561,-0.0026449325302478799,False
2022-01-10,2022-01-11,2022-01-12,-0.021812164054786802,-0.022812164138120025,False
2022-01-28,2022-01-31,2022-02-01,-0.022373621195765012,-0.023373621279098235,False
2022-02-24,2022-02-25,2022-02-28,0.0047720416233061249,0.0037720415399729009,True
2022-03-15,2022-03-16,2022-03-17,-0.0098840646150551957,-0.010884064698388419,False
2022-04-28,2022-04-29,2022-05-02,0.032211258700184778,0.031211258616851555,True
2022-05-04,2022-05-05,2022-05-06,0.047562938689100248,0.046562938605767025,True
2022-05-23,2022-05-24,2022-05-25,0.017046788091840997,0.016046788008507774,True
2022-05-26,2022-05-27,2022-05-31,-0.024996493785763477,-0.0259964938690967,False
2022-09-19,2022-09-20,2022-09-21,-0.025360254080407037,-0.026360254163740261,False
2022-10-03,2022-10-04,2022-10-05,0.0066413595201295318,0.0056413594367963078,True
2022-10-13,2022-10-14,2022-10-17,0.022707491741862103,0.02170749165852888,True
2023-10-02,2023-10-03,2023-10-04,0.0068151584876309339,0.0058151584042977099,True
2023-10-04,2023-10-05,2023-10-06,-5.7372544790779348e-05,-0.0010573726281240031,False
2023-11-01,2023-11-02,2023-11-03,0.0073192684870306956,0.0063192684036974716,True
