decision_date,aapl_intraday_return,contextual_prior_intraday_percentile,contextual_spy_return_10,contextual_qqq_return_10,contextual_ready,contextual_raw_signal,contextual_virtual_signal,contextual_virtual_signal_blocked,contextual_virtual_signal_pending_stage_outcome,weak_trend_prior_intraday_percentile,weak_trend_spy_return_20,weak_trend_qqq_return_20,weak_trend_aapl_sma_20,weak_trend_ready,weak_trend_raw_signal,weak_trend_virtual_signal,weak_trend_virtual_signal_blocked,weak_trend_virtual_signal_pending_stage_outcome,unfiltered_union_candidate_signal,unfiltered_union_signal,unfiltered_union_signal_blocked,unfiltered_union_signal_pending_stage_outcome,stage_outcome_available,always_long_target_exposure,unfiltered_contextual_target_exposure,unfiltered_weak_trend_target_exposure,unfiltered_union_target_exposure,spy_return_20,qqq_return_20,risk_regime_ready,risk_on,union_candidate_signal,shadow_canonical_union_signal,canonical_union_cash_signal,shadow_matures_on_close,shadow_matured_now,shadow_signal_close,shadow_opportunity_risk_on,shadow_matured_signal_risk_on,shadow_label_10bps,shadow_lesson_added_now,shadow_pending,selector_regime_n_eff,selector_regime_mean,selector_regime_ready,selector_cash_prediction,selector_skip_prediction,risk_on_n_raw,risk_on_n_eff,risk_on_weighted_label_sum,risk_on_weighted_squared_label_sum,risk_on_mean,risk_on_ready,risk_on_cash_selected,not_risk_on_n_raw,not_risk_on_n_eff,not_risk_on_weighted_label_sum,not_risk_on_weighted_squared_label_sum,not_risk_on_mean,not_risk_on_ready,not_risk_on_cash_selected,selector_skip_signal,learner_cash_signal,target_exposure
2024-01-02,-0.0080683652475626033,0.013397344835502256,0.0070739800118617691,-0.0042771664437796231,True,False,False,False,False,0.014619900261850033,0.033688279116054209,0.035047237079129268,191.8567970275879,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.033688279116054209,0.035047237079129268,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-03,0.00016284214036521583,0.013397344835502256,-0.0067377268340057528,-0.020979919856996543,True,False,False,False,False,0.014619900261850033,0.030656608290011711,0.033691011735994092,191.6006950378418,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.030656608290011711,0.033691011735994092,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-04,-0.0013175418194709687,0.013397344835502256,-0.01592136029824831,-0.030969842623693733,True,False,False,False,False,0.014619900261850033,0.027539339716471822,0.025795481637718609,191.03163681030273,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.027539339716471822,0.025795481637718609,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-05,-0.0044508642943760224,0.013397344835502256,-0.00072603381770719455,-0.015186296988603853,True,False,False,False,False,0.014619900261850033,0.033110348276629287,0.032986835542601733,190.48087005615236,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.033110348276629287,0.032986835542601733,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-08,0.019056517603878165,0.013397344835502256,0.0040194596222415946,-0.006393261020708918,True,False,False,False,False,0.014619900261850033,0.039923812016828819,0.039808190079968275,190.05024414062501,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.039923812016828819,0.039808190079968275,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-09,0.0066333255374571021,0.013708742018690212,0.00048552814178193238,-0.0059175614891218142,True,False,False,False,False,0.01468951577346142,0.033900980140386894,0.037239551626374379,189.52765960693358,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.033900980140386894,0.037239551626374379,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-10,0.0099809941793949086,0.013708742018690212,0.0019131262869567234,-0.0052695795369418486,True,False,False,False,False,0.01468951577346142,0.035719776149537585,0.035424980452982924,189.18207092285155,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.035719776149537585,0.035424980452982924,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-11,-0.0050927253266541683,0.013708742018690212,-0.00033568557345720063,-0.0052246026739082296,True,False,False,False,False,0.01468951577346142,0.030556657394892772,0.029381438007232141,188.73117294311524,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.030556657394892772,0.029381438007232141,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-12,-0.00075244217717651551,0.013708742018690212,-2.1038377826299026e-05,-0.004230290589035901,True,False,False,False,False,0.01468951577346142,0.017242428452804548,0.016976028484499972,188.13591156005859,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.017242428452804548,0.016976028484499972,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-16,0.008069835261037106,0.013708742018690212,-0.00079946451024448528,0,True,False,False,False,False,0.01468951577346142,0.010265777211629024,0.017758923580857289,187.42001647949218,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.010265777211629024,0.017758923580857289,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-17,0.0077783878749237978,0.013708742018690212,-0.00076152738887891314,0.011475717750903058,True,False,False,False,False,0.01468951577346142,0.0063070655934553965,0.0071494677522410122,186.68384857177733,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.0063070655934553965,0.0071494677522410122,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-18,0.013649355660741103,0.013708742018690212,0.016425265394532707,0.036803573559590852,True,False,False,False,False,0.01468951577346142,0.0095768696091225181,0.015051517678863036,186.32491302490234,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.0095768696091225181,0.015051517678863036,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-19,0.01177835369974245,0.013740392727472295,0.032421683044203453,0.062834513509782086,True,False,False,False,False,0.01468951577346142,0.015984125448732733,0.029918695891354208,186.05892333984374,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.015984125448732733,0.029918695891354208,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-22,0.0082683115582826705,0.013740392727472295,0.033189353612371741,0.062961568775896204,True,False,False,False,False,0.01468951577346142,0.032439223201554013,0.046819118704993112,186.01245040893554,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.032439223201554013,0.046819118704993112,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-23,0.00082036919195638269,0.013740392727472295,0.021618095786196001,0.045758619923285782,True,False,False,False,False,0.01468951577346142,0.025724448471559747,0.039072812101459853,186.03717117309571,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.025724448471559747,0.039072812101459853,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-24,-0.0047077994962928527,0.013740392727472295,0.024288973483922005,0.049488543683400055,True,False,False,False,False,0.01468951577346142,0.024786294605865233,0.043278130694024863,186.08166732788087,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.024786294605865233,0.043278130694024863,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-25,-0.005378562878763371,0.013740392727472295,0.02406833440302103,0.043696479748594808,True,False,False,False,False,0.01468951577346142,0.026027506453207394,0.038196638136133387,186.13704223632811,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.026027506453207394,0.038196638136133387,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-26,-0.0095228602606144408,0.013740392727472295,0.023218195040599632,0.035324037385566998,True,False,False,False,False,0.01468951577346142,0.02287471545402564,0.029914880651480846,186.10095138549804,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.02287471545402564,0.029914880651480846,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-29,-0.0014582510666490966,0.013740392727472295,0.030607592560752295,0.045390056568985981,True,False,False,False,False,0.01468951577346142,0.030585910248829284,0.040967752850810335,186.00948562622071,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.030585910248829284,0.040967752850810335,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-30,-0.015188064932403877,0.013740392727472295,0.033605036889720274,0.038532935144717007,True,False,False,False,False,0.01468951577346142,0.032778706345117037,0.038532935144717007,185.78749771118163,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.032778706345117037,0.038532935144717007,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-01-31,-0.014114625130518421,0.013740392727472295,0.022422635978222472,0.023967982032121027,True,False,False,False,False,0.01468951577346142,0.021644033137915297,0.035718749579883635,185.72619171142577,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.021644033137915297,0.035718749579883635,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-01,0.01559864683679324,0.013740392727472295,0.026674203194900326,0.021526126420545744,True,False,False,False,False,0.01468951577346142,0.04353759945609692,0.059121938357308279,185.85523223876953,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.04353759945609692,0.059121938357308279,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-02,0.033303711068815245,0.014197786324678052,0.024708338280544417,0.018590855780321602,True,False,False,False,False,0.014725373160222127,0.057931107237028767,0.082593516668790778,186.05002822875977,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.057931107237028767,0.082593516668790778,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-05,-0.002498013478340666,0.01460874878051055,0.01882292211892822,0.015934402911449874,True,False,False,False,False,0.014760391067861506,0.052636996349523235,0.079899226692158098,186.37139053344725,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.052636996349523235,0.079899226692158098,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-06,0.01305791733616779,0.01460874878051055,0.018809554083506264,0.0097053351518239239,True,False,False,False,False,0.014760391067861506,0.040834276611575016,0.05590805781755015,186.55629806518556,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.040834276611575016,0.05590805781755015,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-07,-0.006451928931373363,0.01460874878051055,0.026185109621425617,0.014465895737130641,True,False,False,False,False,0.014760391067861506,0.05111009253861587,0.064670335533637102,186.76740798950195,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.05111009253861587,0.064670335533637102,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-08,-0.0056496756369289747,0.01460874878051055,0.021084777801669841,0.015104883944876857,True,False,False,False,False,0.014760391067861506,0.045660587687634813,0.059461393948873731,186.87271728515626,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.045660587687634813,0.059461393948873731,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-09,0.0010602290670680414,0.01460874878051055,0.028292373576102925,0.031240547472168201,True,False,False,False,False,0.014760391067861506,0.052167466464554169,0.067668127124587807,187.04580841064453,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.052167466464554169,0.067668127124587807,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-12,-0.0067402838594775583,0.01460874878051055,0.019765100806429681,0.016793085419376297,True,False,False,False,False,0.014760391067861506,0.050977655519587328,0.062945381085515617,187.11842575073243,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.050977655519587328,0.062945381085515617,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-13,-0.0039296494026961337,0.01460874878051055,0.006498404970729954,0.0076417723070945076,True,False,False,False,False,0.014760391067861506,0.040321820999215996,0.046469167368511366,187.19980926513671,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.040321820999215996,0.046469167368511366,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-14,-0.006313476049498723,0.01460874878051055,0.032492579100541263,0.038971579085406383,True,False,False,False,False,0.014760391067861506,0.055643784351928849,0.063873631224809824,187.28410415649415,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.055643784351928849,0.063873631224809824,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-15,0.0016888997735746702,0.01460874878051055,0.026185729950646719,0.029937299789318139,True,False,False,False,False,0.014760391067861506,0.053558416627057515,0.052107860309818621,187.05987167358398,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.053558416627057515,0.052107860309818621,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-16,-0.0060516880461919387,0.01460874878051055,0.010437912699821972,0.0036362367573650189,True,False,False,False,False,0.014760391067861506,0.035404154458296366,0.022294693290825895,186.61405029296876,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.035404154458296366,0.022294693290825895,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-20,-0.0012651726499437466,0.01460874878051055,0.0085473849651196421,-0.0026375520306386457,True,False,False,False,False,0.014760391067861506,0.027531193845566682,0.01325482306405501,186.01590347290039,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.027531193845566682,0.01325482306405501,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-21,0.0020886274470337529,0.01460874878051055,0.0065387729468340261,-0.0046305514992621699,True,False,False,False,False,0.014760391067861506,0.025471318433723411,0.0050298425983235084,185.3916030883789,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.025471318433723411,0.0050298425983235084,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-22,0.0048506617090293691,0.01460874878051055,0.018871690066483593,0.014074406371896053,True,False,False,False,False,0.014760391067861506,0.0455509569610415,0.028743901004164574,184.90240402221679,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.0455509569610415,0.028743901004164574,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-23,-0.01345867957572966,0.01460874878051055,0.019124228752611216,0.0092192895618836701,True,False,False,False,False,0.014760391067861506,0.040612236668158275,0.024463429805646975,184.33793716430665,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.040612236668158275,0.024463429805646975,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-26,-0.0059262609663123245,0.014242392250035985,0.0095570351048952507,-0.0011441858918178616,True,False,False,False,False,0.014760391067861506,0.0381197998884657,0.030060616586680133,183.79266815185548,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.0381197998884657,0.030060616586680133,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-27,0.0084483640404866556,0.014242392250035985,0.01187670740219593,0.0051915466670151567,True,False,False,False,False,0.014760391067861506,0.031876552527678514,0.022071814173029392,183.35428314208986,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.031876552527678514,0.022071814173029392,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-28,-0.0059722556062528076,0.014242392250035985,0.024651824303464132,0.015680749574499053,True,False,False,False,False,0.014760391067861506,0.031310426811785197,0.023442350599446327,183.03843307495117,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.031310426811785197,0.023442350599446327,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-02-29,-0.0028686724786486373,0.014242392250035985,0.019074471004498772,0.013342037176088395,True,False,False,False,False,0.014760391067861506,0.052186828862954782,0.052833576518463099,182.86937866210937,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.052186828862954782,0.052833576518463099,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-01,0.00061264610683320342,0.013740392727472295,0.021592974067076165,0.025546083524635721,True,False,False,False,False,0.014725373160222127,0.048344131805474699,0.056248164074873763,182.52474212646484,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.048344131805474699,0.056248164074873763,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-04,-0.0059607597465247686,0.01361770495195902,0.025605094459026922,0.031237492748847018,True,False,False,False,False,0.014725373160222127,0.036310270899482688,0.034987316425553416,182.00430526733399,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.036310270899482688,0.034987316425553416,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-05,-0.0037479468859014098,0.01361770495195902,0.020975862408093793,0.02042971195216392,True,False,False,False,False,0.014725373160222127,0.029702536144190717,0.017738275493280442,181.14686431884766,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.029702536144190717,0.017738275493280442,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-06,-0.011341064358087238,0.01361770495195902,0.025220613024862448,0.03096730331262898,True,False,False,False,False,0.014725373160222127,0.031924297833846094,0.026193356120584488,180.15982666015626,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.031924297833846094,0.026193356120584488,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-07,-0.00088675082410094586,0.01361770495195902,0.014404021016449109,0.016846571604565597,True,False,False,False,False,0.014725373160222127,0.033547539303266261,0.031158083471197751,179.16140899658203,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.033547539303266261,0.031158083471197751,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-08,0.010236661109698675,0.01361770495195902,0.0076204427693915555,0.0051284048428366091,True,False,False,False,False,0.014725373160222127,0.026890406612720685,0.014394974653956893,178.30252227783203,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.026890406612720685,0.014394974653956893,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-11,-0.0010986610311319867,0.013428995544284339,0.010454773027285702,0.0019242981858802466,True,False,False,False,False,0.014725373160222127,0.020111724765016437,0.00077791053922648956,177.50551681518556,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.020111724765016437,0.00077791053922648956,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-12,0.00046203773534347903,0.013428995544284339,0.019430743718950039,0.013848175048972733,True,False,False,False,False,0.014725373160222127,0.031538224378903079,0.019111615163007523,176.81642990112306,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.031538224378903079,0.019111615163007523,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-13,-0.009492384957415001,0.013428995544284339,0.019179869619610601,0.011441186480781074,True,False,False,False,False,0.014725373160222127,0.044304512699100629,0.027301342435320342,176.12783813476562,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.044304512699100629,0.027301342435320342,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
2024-03-14,0.00052048080495392668,0.013428995544284339,0.01352149306924777,0.00031892643458419911,True,False,False,False,False,0.014725373160222127,0.03285387940123341,0.01366521873901938,175.57587509155275,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.03285387940123341,0.01366521873901938,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,28,26.189400890947976,-0.096532398817877507,0.015184634457865373,-0.0036859338333028713,True,False,174,116.39234446766753,0.90611242367714895,0.13465402861355508,0.0077849830057238577,True,True,False,False,1
