"id","market_and_exchange_names","report_date_as_yyyy_mm_dd","cftc_contract_market_code","open_interest_all","noncomm_positions_long_all","noncomm_positions_short_all"
"171226209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-12-26T00:00:00.000","209742","287695","90628","87757"
"1801021170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-01-02T00:00:00.000","1170E1","562302","197701","289258"
"18010213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-01-02T00:00:00.000","13874A","3051095","529045","356444"
"180102209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-01-02T00:00:00.000","209742","276944","98370","80510"
"1801091170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-01-09T00:00:00.000","1170E1","602198","231965","323745"
"18010913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-01-09T00:00:00.000","13874A","3241341","518932","441519"
"180109209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-01-09T00:00:00.000","209742","259301","90650","74450"
"1801161170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-01-16T00:00:00.000","1170E1","653697","258691","340935"
"18011613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-01-16T00:00:00.000","13874A","3322427","556343","433893"
"180116209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-01-16T00:00:00.000","209742","274087","98125","72721"
"1801231170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-01-23T00:00:00.000","1170E1","630599","254837","345007"
"18012313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-01-23T00:00:00.000","13874A","3417469","626705","460250"
"180123209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-01-23T00:00:00.000","209742","255968","87898","72912"
"1801301170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-01-30T00:00:00.000","1170E1","629529","235318","294675"
"18013013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-01-30T00:00:00.000","13874A","3395965","620711","447867"
"180130209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-01-30T00:00:00.000","209742","259722","93553","71182"
"1802061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-02-06T00:00:00.000","1170E1","614435","258258","172440"
"18020613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-02-06T00:00:00.000","13874A","3428810","755765","469551"
"180206209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-02-06T00:00:00.000","209742","245714","83173","70681"
"1802131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-02-13T00:00:00.000","1170E1","509458","187208","112645"
"18021313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-02-13T00:00:00.000","13874A","3341713","623274","444274"
"180213209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-02-13T00:00:00.000","209742","230028","68408","78824"
"1802201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-02-20T00:00:00.000","1170E1","425271","161116","101566"
"18022013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-02-20T00:00:00.000","13874A","3327297","567125","453794"
"180220209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-02-20T00:00:00.000","209742","232293","62989","71282"
"1802271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-02-27T00:00:00.000","1170E1","407846","154464","120081"
"18022713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-02-27T00:00:00.000","13874A","3331246","563267","466928"
"180227209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-02-27T00:00:00.000","209742","231434","59089","56257"
"1803061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-03-06T00:00:00.000","1170E1","398050","159864","82946"
"18030613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-03-06T00:00:00.000","13874A","3320841","559230","430356"
"180306209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-03-06T00:00:00.000","209742","242052","60004","54082"
"1803131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-03-13T00:00:00.000","1170E1","400736","136933","83321"
"18031313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-03-13T00:00:00.000","13874A","3763469","582419","460313"
"180313209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-03-13T00:00:00.000","209742","294100","69588","50452"
"1803201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-03-20T00:00:00.000","1170E1","417393","145654","73578"
"18032013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-03-20T00:00:00.000","13874A","2757489","464335","381042"
"180320209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-03-20T00:00:00.000","209742","231638","70401","58242"
"1803271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-03-27T00:00:00.000","1170E1","394826","158335","83595"
"18032713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-03-27T00:00:00.000","13874A","2974542","567762","340959"
"180327209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-03-27T00:00:00.000","209742","234482","74075","56503"
"1804031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-04-03T00:00:00.000","1170E1","377503","154596","75494"
"18040313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-04-03T00:00:00.000","13874A","3052445","564314","351711"
"180403209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-04-03T00:00:00.000","209742","253749","76118","91910"
"1804101170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-04-10T00:00:00.000","1170E1","380021","165574","72661"
"18041013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-04-10T00:00:00.000","13874A","3030240","549753","340137"
"180410209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-04-10T00:00:00.000","209742","242932","72863","79527"
"1804171170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-04-17T00:00:00.000","1170E1","395804","159000","81049"
"18041713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-04-17T00:00:00.000","13874A","3007691","530853","318544"
"180417209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-04-17T00:00:00.000","209742","238235","65236","73120"
"1804241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-04-24T00:00:00.000","1170E1","357037","134317","102698"
"18042413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-04-24T00:00:00.000","13874A","3040799","569156","358192"
"180424209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-04-24T00:00:00.000","209742","244199","57007","81714"
"1805011170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-05-01T00:00:00.000","1170E1","372034","134942","113980"
"18050113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-05-01T00:00:00.000","13874A","2994612","583991","354758"
"180501209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-05-01T00:00:00.000","209742","239248","64844","78712"
"1805081170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-05-08T00:00:00.000","1170E1","392086","137208","119619"
"18050813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-05-08T00:00:00.000","13874A","2989404","534514","372159"
"180508209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-05-08T00:00:00.000","209742","235042","61969","68582"
"1805151170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-05-15T00:00:00.000","1170E1","427283","139747","143479"
"18051513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-05-15T00:00:00.000","13874A","3055622","532588","333783"
"180515209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-05-15T00:00:00.000","209742","248298","70456","70494"
"1805221170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-05-22T00:00:00.000","1170E1","406822","122728","148284"
"18052213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-05-22T00:00:00.000","13874A","3128400","520075","334831"
"180522209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-05-22T00:00:00.000","209742","245088","62346","66056"
"1805291170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-05-29T00:00:00.000","1170E1","424483","121908","166288"
"18052913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-05-29T00:00:00.000","13874A","3209503","501049","376970"
"180529209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-05-29T00:00:00.000","209742","251285","68787","62416"
"1806051170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-06-05T00:00:00.000","1170E1","427468","129789","165978"
"18060513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-06-05T00:00:00.000","13874A","3242617","514421","352285"
"180605209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-06-05T00:00:00.000","209742","259707","71722","60608"
"1806121170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-06-12T00:00:00.000","1170E1","444998","136760","190106"
"18061213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-06-12T00:00:00.000","13874A","3411142","531316","361886"
"180612209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-06-12T00:00:00.000","209742","292508","66882","58469"
"1806191170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-06-19T00:00:00.000","1170E1","445208","124412","181962"
"18061913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-06-19T00:00:00.000","13874A","2679161","526473","337254"
"180619209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-06-19T00:00:00.000","209742","225971","76321","53531"
"1806261170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-06-26T00:00:00.000","1170E1","397443","119623","169417"
"18062613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-06-26T00:00:00.000","13874A","2687018","568339","371153"
"180626209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-06-26T00:00:00.000","209742","235491","78694","65165"
"1807031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-07-03T00:00:00.000","1170E1","391215","120317","153536"
"18070313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-07-03T00:00:00.000","13874A","2677808","529737","361756"
"180703209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-07-03T00:00:00.000","209742","242301","90720","74568"
"1807101170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-07-10T00:00:00.000","1170E1","381228","104129","156958"
"18071013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-07-10T00:00:00.000","13874A","2720946","530848","358871"
"180710209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-07-10T00:00:00.000","209742","243295","97219","75615"
"1807171170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-07-17T00:00:00.000","1170E1","425383","125803","197632"
"18071713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-07-17T00:00:00.000","13874A","2777242","542517","359545"
"180717209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-07-17T00:00:00.000","209742","248675","105323","66127"
"1807241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-07-24T00:00:00.000","1170E1","408573","118605","204766"
"18072413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-07-24T00:00:00.000","13874A","2779106","529609","347748"
"180724209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-07-24T00:00:00.000","209742","239453","89117","56244"
"1807311170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-07-31T00:00:00.000","1170E1","415465","109888","213394"
"18073113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-07-31T00:00:00.000","13874A","2762632","518509","348207"
"180731209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-07-31T00:00:00.000","209742","239608","93867","50643"
"1808071170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-08-07T00:00:00.000","1170E1","476020","117391","231180"
"18080713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-08-07T00:00:00.000","13874A","2830470","525992","360753"
"180807209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-08-07T00:00:00.000","209742","244972","90075","53402"
"1808141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-08-14T00:00:00.000","1170E1","492921","106406","237867"
"18081413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-08-14T00:00:00.000","13874A","2819606","522820","343119"
"180814209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-08-14T00:00:00.000","209742","237572","85531","48062"
"1808211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-08-21T00:00:00.000","1170E1","507815","118748","220573"
"18082113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-08-21T00:00:00.000","13874A","2828985","506614","382432"
"180821209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-08-21T00:00:00.000","209742","239836","81802","50728"
"1808281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-08-28T00:00:00.000","1170E1","497131","120310","233687"
"18082813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-08-28T00:00:00.000","13874A","2876521","535131","390662"
"180828209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-08-28T00:00:00.000","209742","246273","89926","52510"
"1809041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-09-04T00:00:00.000","1170E1","500107","108913","235996"
"18090413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-09-04T00:00:00.000","13874A","2893316","537739","375507"
"180904209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-09-04T00:00:00.000","209742","266283","97658","53040"
"1809111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-09-11T00:00:00.000","1170E1","521260","114961","235393"
"18091113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-09-11T00:00:00.000","13874A","2918387","520549","398329"
"180911209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-09-11T00:00:00.000","209742","263631","87386","52691"
"1809181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-09-18T00:00:00.000","1170E1","540110","123835","243609"
"18091813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-09-18T00:00:00.000","13874A","3299237","537503","387541"
"180918209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-09-18T00:00:00.000","209742","308395","81191","51861"
"1809251170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-09-25T00:00:00.000","1170E1","527409","120215","259990"
"18092513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-09-25T00:00:00.000","13874A","2732088","505915","307999"
"180925209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-09-25T00:00:00.000","209742","247101","86852","50561"
"1810021170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-10-02T00:00:00.000","1170E1","535724","123415","263859"
"18100213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-10-02T00:00:00.000","13874A","2783452","525160","297125"
"181002209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-10-02T00:00:00.000","209742","247207","92866","56639"
"1810091170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-10-09T00:00:00.000","1170E1","534909","129967","243570"
"18100913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-10-09T00:00:00.000","13874A","2840595","556939","301120"
"181009209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-10-09T00:00:00.000","209742","247730","76173","64860"
"1810161170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-10-16T00:00:00.000","1170E1","536159","146361","179398"
"18101613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-10-16T00:00:00.000","13874A","2875182","523162","296370"
"181016209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-10-16T00:00:00.000","209742","250718","61453","61081"
"1810231170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-10-23T00:00:00.000","1170E1","493126","161073","171376"
"18102313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-10-23T00:00:00.000","13874A","2919850","530304","290932"
"181023209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-10-23T00:00:00.000","209742","254359","70735","61453"
"1810301170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-10-30T00:00:00.000","1170E1","504037","163249","161251"
"18103013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-10-30T00:00:00.000","13874A","2988190","552802","289794"
"181030209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-10-30T00:00:00.000","209742","248265","61068","50820"
"1811061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-11-06T00:00:00.000","1170E1","479813","154918","141913"
"18110613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-11-06T00:00:00.000","13874A","2940426","468954","270932"
"181106209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-11-06T00:00:00.000","209742","243313","52664","53256"
"1811131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-11-13T00:00:00.000","1170E1","473340","157856","135810"
"18111313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-11-13T00:00:00.000","13874A","2967052","485689","284277"
"181113209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-11-13T00:00:00.000","209742","248663","44843","50245"
"1811201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-11-20T00:00:00.000","1170E1","479672","153289","117761"
"18112013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-11-20T00:00:00.000","13874A","3049639","511525","287255"
"181120209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-11-20T00:00:00.000","209742","256397","50248","45777"
"1811271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-11-27T00:00:00.000","1170E1","428661","131357","103744"
"18112713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-11-27T00:00:00.000","13874A","3037661","486016","270659"
"181127209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-11-27T00:00:00.000","209742","240730","56622","42895"
"1812041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-12-04T00:00:00.000","1170E1","404672","126824","115807"
"18120413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-12-04T00:00:00.000","13874A","3072144","416487","312411"
"181204209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-12-04T00:00:00.000","209742","243099","40593","50917"
"1812111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-12-11T00:00:00.000","1170E1","420319","143807","103710"
"18121113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-12-11T00:00:00.000","13874A","3135184","438055","263876"
"181211209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-12-11T00:00:00.000","209742","253480","49199","52243"
"1812181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-12-18T00:00:00.000","1170E1","438322","140508","96263"
"18121813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-12-18T00:00:00.000","13874A","3220465","480166","269900"
"181218209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-12-18T00:00:00.000","209742","272148","53350","49858"
"1812241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2018-12-24T00:00:00.000","1170E1","388238","125764","95586"
"18122413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2018-12-24T00:00:00.000","13874A","2808490","458224","288006"
"181224209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2018-12-24T00:00:00.000","209742","208265","52264","41482"
