policy,ledger_role,decision_date,fill_date,adjusted_open,equity_before_fill,equity,cash,shares,holding_exposure_for_return,target_exposure,new_exposure_after_fill,signed_share_delta,reference_price,fill_price,turnover,fees,slippage,margin_interest,trade_executed,daily_return,monetary_pnl,drawdown
learner,strategy,2004-12-31,2005-01-03,0.96960881685865019,1000,999.00099900099895,0,1030.3134435571387,0,1,1,1030.3134435571387,0.96960881685865019,0.97057842567550878,0.99900099900099892,0,0.99900099900093842,0,True,-0.0009990009990010762,-0.99900099900105488,-0.0009990009990010762
learner,strategy,2005-01-03,2005-01-04,0.95479045027571652,983.73343669904455,983.73343669904455,0,1030.3134435571387,1,1,1,0,0.95479045027571652,0.95479045027571652,0,0,0,0,False,-0.015282829864256331,-15.267562301954399,-0.016266563300955439
learner,strategy,2005-01-04,2005-01-05,0.96481818268877728,994.06514421261465,994.06514421261465,0,1030.3134435571387,1,1,1,0,0.96481818268877728,0.96481818268877728,0,0,0,0,False,0.010502547873373569,10.331707513570109,-0.0059348557873853958
learner,strategy,2005-01-05,2005-01-06,0.96796190433035467,997.30416288273341,997.30416288273341,0,1030.3134435571387,1,1,1,0,0.96796190433035467,0.96796190433035467,0,0,0,0,False,0.0032583565463251141,3.2390186701187531,-0.0026958371172666196
learner,strategy,2005-01-06,2005-01-07,0.97290120182247453,1002.3931874905926,1002.3931874905926,0,1030.3134435571387,1,1,1,0,0.97290120182247453,0.97290120182247453,0,0,0,0,False,0.005102780873940338,5.0890246078591872,0
learner,strategy,2005-01-07,2005-01-10,1.0451951815786638,1076.8786467216419,1075.8017680749203,1075.8017680749203,0,1,0,0,-1030.3134435571387,1.0451951815786638,1.0441499863970851,1,0,1.0768786467216171,0,True,0.073233319520157547,73.408580584327751,0
learner,strategy,2005-01-10,2005-01-11,1.0215464778098959,1075.8017680749203,1074.7270410338865,0,1052.0588777693258,0,1,1,1052.0588777693258,1.0215464778098959,1.0225680242877058,0.99900099900099903,0,1.0747270410338188,0,True,-0.00099900099900096517,-1.0747270410338388,-0.00099900099900096517
learner,strategy,2005-01-11,2005-01-12,0.97963701173255857,1030.6358151846514,1030.6358151846514,0,1052.0588777693258,1,1,1,0,0.97963701173255857,0.97963701173255857,0,0,0,0,False,-0.041025510818839539,-44.091225849235116,-0.041983527291547973
learner,strategy,2005-01-12,2005-01-13,1.1032706620381154,1160.7056945796407,1160.7056945796407,0,1052.0588777693258,1,1,1,0,1.1032706620381154,1.1032706620381154,0,0,0,0,False,0.12620353133340867,130.06987939498936,0
learner,strategy,2005-01-13,2005-01-14,1.0514819500063157,1106.2209203183468,1106.2209203183468,0,1052.0588777693258,1,1,1,0,1.0514819500063157,1.0514819500063157,0,0,0,0,False,-0.046941076033081841,-54.484774261293978,-0.046941076033081841
learner,strategy,2005-01-14,2005-01-18,1.0454944461697686,1099.9217137514295,1099.9217137514295,0,1052.0588777693258,1,1,1,0,1.0454944461697686,1.0454944461697686,0,0,0,0,False,-0.0056943477123037045,-6.2992065669172916,-0.052368124936463478
learner,strategy,2005-01-18,2005-01-19,1.0550740315831959,1110.0000016309752,1110.0000016309752,0,1052.0588777693258,1,1,1,0,1.0550740315831959,1.0550740315831959,0,0,0,0,False,0.0091627319958731412,10.078287879545769,-0.043685228034509582
learner,strategy,2005-01-19,2005-01-20,1.0425012885606797,1096.7727357162248,1096.7727357162248,0,1052.0588777693258,1,1,1,0,1.0425012885606797,1.0425012885606797,0,0,0,0,False,-0.011916455761544986,-13.227265914750433,-0.055081110708748438
learner,strategy,2005-01-20,2005-01-21,1.067348163618498,1122.9131112056277,1122.9131112056277,0,1052.0588777693258,1,1,1,0,1.067348163618498,1.067348163618498,0,0,0,0,False,0.023833903449772098,26.140375489402913,-0.032560005133514869
learner,strategy,2005-01-21,2005-01-24,1.0624082046930985,1117.7159835623454,1117.7159835623454,0,1052.0588777693258,1,1,1,0,1.0624082046930985,1.0624082046930985,0,0,0,0,False,-0.0046282544850708707,-5.1971276432823288,-0.037037563628792625
learner,strategy,2005-01-24,2005-01-25,1.0682450871912146,1123.8567276129847,1123.8567276129847,0,1052.0588777693258,1,1,1,0,1.0682450871912146,1.0682450871912146,0,0,0,0,False,0.0054940111271091219,6.1407440506393414,-0.031747037288381019
learner,strategy,2005-01-25,2005-01-26,1.0875540832266717,1144.1709283129003,1144.1709283129003,0,1052.0588777693258,1,1,1,0,1.0875540832266717,1.0875540832266717,0,0,0,0,False,0.018075436308560233,20.314200699915546,-0.014245442530312236
learner,strategy,2005-01-26,2005-01-27,1.0800695594628504,1136.2967686412965,1136.2967686412965,0,1052.0588777693258,1,1,1,0,1.0800695594628504,1.0800695594628504,0,0,0,0,False,-0.0068819784498583836,-7.8741596716038202,-0.021029384151668329
learner,strategy,2005-01-27,2005-01-28,1.0869555721310715,1143.5412594013305,1143.5412594013305,0,1052.0588777693258,1,1,1,0,1.0869555721310715,1.0869555721310715,0,0,0,0,False,0.0063755270277645604,7.2444907600340684,-0.014787930530940074
learner,strategy,2005-01-28,2005-01-31,1.1162927057956731,1174.40565132148,1174.40565132148,0,1052.0588777693258,1,1,1,0,1.1162927057956731,1.1162927057956731,0,0,0,0,False,0.026990186551124173,30.864391920149501,0
learner,strategy,2005-01-31,2005-02-01,1.1532624762982118,1213.3000265877704,1212.0867265611826,1212.0867265611826,0,1,0,0,-1052.0588777693258,1.1532624762982118,1.1521092138219136,1,0,1.21330002658777,0,True,0.032085229832896855,37.681075239702523,0
learner,strategy,2005-02-01,2005-02-02,1.166732961684851,1212.0867265611826,1210.8758507104719,0,1037.8346120965634,0,1,1,1037.8346120965634,1.166732961684851,1.1678996946465356,0.99900099900099881,0,1.2108758507102946,0,True,-0.00099900099900118722,-1.2108758507106359,-0.00099900099900118722
learner,strategy,2005-02-02,2005-02-03,1.1839459157537389,1228.7400502195921,1228.7400502195921,0,1037.8346120965634,1,1,1,0,1.1839459157537389,1.1839459157537389,0,0,0,0,False,0.0147531222946089,17.864199509120226,0
learner,strategy,2005-02-03,2005-02-04,1.1655362282031085,1209.6338392816647,1209.6338392816647,0,1037.8346120965634,1,1,1,0,1.1655362282031085,1.1655362282031085,0,0,0,0,False,-0.015549432880057057,-19.106210937927472,-0.015549432880057057
learner,strategy,2005-02-04,2005-02-07,1.181401376211064,1226.0992390103559,1226.0992390103559,0,1037.8346120965634,1,1,1,0,1.181401376211064,1.181401376211064,0,0,0,0,False,0.013611887493548469,16.465399728691182,-0.0021492025174603135
learner,strategy,2005-02-07,2005-02-08,1.1834965552111663,1228.2736882951997,1228.2736882951997,0,1037.8346120965634,1,1,1,0,1.1834965552111663,1.1834965552111663,0,0,0,0,False,0.0017734692394058005,2.1744492848438313,-0.00037954482260837974
learner,strategy,2005-02-08,2005-02-09,1.2129835035870031,1258.8762639247479,1258.8762639247479,0,1037.8346120965634,1,1,1,0,1.2129835035870031,1.2129835035870031,0,0,0,0,False,0.024915111282749702,30.602575629548255,0
learner,strategy,2005-02-09,2005-02-10,1.1782581789462776,1222.8371200963131,1222.8371200963131,0,1037.8346120965634,1,1,1,0,1.1782581789462776,1.1782581789462776,0,0,0,0,False,-0.028628027123235311,-36.039143828434817,-0.028628027123235311
learner,strategy,2005-02-10,2005-02-11,1.1953214104166618,1240.5459323104933,1240.5459323104933,0,1037.8346120965634,1,1,1,0,1.1953214104166618,1.1953214104166618,0,0,0,0,False,0.014481742435808131,17.70881221418017,-0.014560868402671234
learner,strategy,2005-02-11,2005-02-14,1.2382787806714104,1285.1285780055186,1285.1285780055186,0,1037.8346120965634,1,1,1,0,1.2382787806714104,1.2382787806714104,0,0,0,0,False,0.035937924210505567,44.582645695025349,0
learner,strategy,2005-02-14,2005-02-15,1.2971018603290321,1346.1772060643118,1346.1772060643118,0,1037.8346120965634,1,1,1,0,1.2971018603290321,1.2971018603290321,0,0,0,0,False,0.047503906693553422,61.048628058793156,0
learner,strategy,2005-02-15,2005-02-16,1.3194037253249513,1369.3228534713817,1369.3228534713817,0,1037.8346120965634,1,1,1,0,1.3194037253249513,1.3194037253249513,0,0,0,0,False,0.017193611140347898,23.145647407069873,0
learner,strategy,2005-02-16,2005-02-17,1.356823282392573,1408.158164965482,1408.158164965482,0,1037.8346120965634,1,1,1,0,1.356823282392573,1.356823282392573,0,0,0,0,False,0.028360960598626361,38.835311494100324,0
