decision_date,event_date,event_time,side,reference_price,fill_price,signed_share_delta,cash_after,shares_after,equity_at_reference_after,target_exposure_after,slippage
2011-06-21,2011-06-22,close,buy,9.657466888427734,9.667124355316162,1895.8496580438882,0.0,1895.8496580438882,18309.105297995895,1.0,18.309105297995032
2011-06-23,2011-06-24,open,sell,9.91970048802711,9.909780787539082,-1895.8496580438882,18787.45451734586,0.0,18787.45451734586,0.0,18.80626077812322
2011-06-23,2011-06-24,close,buy,9.769424438476562,9.779193862915038,1921.1659755097226,0.0,1921.1659755097226,18768.685831514347,1.0,18.768685831512958
2011-07-18,2011-07-19,open,sell,11.315593319780538,11.304277726460757,-1921.1659755097226,21717.39374578881,0.0,21717.39374578881,0.0,21.739132878667604
2011-07-18,2011-07-19,close,buy,11.281167984008789,11.292449151992797,1923.1783516117323,0.0,1923.1783516117323,21695.698047741073,1.0,21.69569804773853
2011-08-09,2011-08-10,open,sell,11.110534388408475,11.099423854020067,-1923.1783516117323,21346.171671414253,0.0,21346.171671414253,0.0,21.367539210623388
2011-08-09,2011-08-10,close,buy,10.887216567993164,10.898103784561156,1958.7051191102066,0.0,1958.7051191102066,21324.846824589666,1.0,21.32484682458797
2011-08-23,2011-08-24,open,sell,11.17998558027363,11.168805594693357,-1958.7051191102066,21876.39669267259,0.0,21876.39669267259,0.0,21.89829498766032
2011-08-23,2011-08-24,close,buy,11.26111125946045,11.272372370719909,1940.7091935231606,0.0,1940.7091935231606,21854.542150522073,1.0,21.854542150520444
2011-08-25,2011-08-26,open,sell,11.111133049116667,11.10002191606755,-1940.7091935231606,21541.914580820863,0.0,21541.914580820863,0.0,21.563478058878957
2011-08-25,2011-08-26,close,buy,11.482632637023926,11.494115269660949,1874.1690052196861,0.0,1874.1690052196861,21520.394186634232,1.0,21.52039418663205
2011-10-05,2011-10-06,open,sell,11.17579622877685,11.164620432548073,-1874.1690052196861,20924.385569724003,0.0,20924.385569724003,0.0,20.945330900624622
2011-10-05,2011-10-06,close,buy,11.296735763549805,11.308032499313354,1850.4001974697696,0.0,1850.4001974697696,20903.482087636366,1.0,20.903482087635606
2011-12-20,2011-12-21,open,sell,11.87508376203595,11.863208678273915,-1850.4001974697696,21951.683680903137,0.0,21951.683680903137,0.0,21.973657338240336
2011-12-20,2011-12-21,close,buy,11.867899894714355,11.87976779460907,1847.8209389635217,0.0,1847.8209389635217,21929.753926976162,1.0,21.929753926975373
2012-04-17,2012-04-18,open,sell,18.37197071686267,18.353598746145806,-1847.8209389635217,33914.16406846286,0.0,33914.16406846286,0.0,33.94811218064499
2012-04-17,2012-04-18,close,buy,18.210918426513672,18.229129344940183,1860.4379521765989,0.0,1860.4379521765989,33880.283784678184,1.0,33.880283784674276
2012-05-21,2012-05-22,open,sell,17.049723613097193,17.032673889484094,-1860.4379521765989,31688.232931043614,0.0,31688.232931043614,0.0,31.71995288392983
2012-05-21,2012-05-22,close,buy,16.673137664794922,16.689810802459714,1898.6574087690353,0.0,1898.6574087690353,31656.576354688932,1.0,31.656576354684127
2012-05-23,2012-05-24,open,sell,17.23891408627894,17.22167517219266,-1898.6574087690353,32698.06115709735,0.0,32698.06115709735,0.0,32.73079194904394
2012-05-23,2012-05-24,close,buy,16.923095703125,16.940018798828124,1930.2257893219892,0.0,1930.2257893219892,32665.395761336018,1.0,32.665395761333876
2012-05-30,2012-05-31,open,sell,17.384692154530395,17.367307462375866,-1930.2257893219892,33522.82475496213,0.0,33522.82475496213,0.0,33.55638113609571
2012-05-30,2012-05-31,close,buy,17.294588088989258,17.311882677078245,1936.4054955933789,0.0,1936.4054955933789,33489.33541954259,1.0,33.489335419538186
2012-07-23,2012-07-24,open,sell,18.18217790796046,18.163995730052502,-1936.4054955933789,35172.86115360833,0.0,35172.86115360833,0.0,35.208069222829955
2012-07-23,2012-07-24,close,buy,17.98879623413086,18.006785030364988,1953.3115486354757,0.0,1953.3115486354757,35137.723430178165,1.0,35.13772343017317
2012-09-27,2012-09-28,open,sell,20.40591258993093,20.385506677341002,-1953.3115486354757,39819.24561763578,0.0,39819.24561763578,0.0,39.85910472235473
2012-09-27,2012-09-28,close,buy,20.055667877197266,20.07572354507446,1983.4525778477039,0.0,1983.4525778477039,39779.4661514843,1.0,39.779466151479006
2012-10-16,2012-10-17,open,sell,19.50759527023903,19.488087674968792,-1983.4525778477039,38653.697736238915,0.0,38653.697736238915,0.0,38.69239012636222
2012-10-16,2012-10-17,close,buy,19.3795223236084,19.398901845932006,1992.571437457151,0.0,1992.571437457151,38615.082653585334,1.0,38.61508265358312
2012-10-22,2012-10-23,open,sell,18.970354696942973,18.95138434224603,-1992.571437457151,37761.98714063212,0.0,37761.98714063212,0.0,37.79978692756033
2012-10-22,2012-10-23,close,buy,18.440027236938477,18.458467264175415,2045.781299183025,0.0,2045.781299183025,37724.262877754365,1.0,37.724262877753496
2012-11-19,2012-11-20,open,sell,17.272410231367626,17.25513782113626,-2045.781299183025,35300.23826930629,0.0,35300.23826930629,0.0,35.335573843148715
2012-11-19,2012-11-20,close,buy,16.940195083618164,16.95713527870178,2081.7335999933616,0.0,2081.7335999933616,35264.973296010285,1.0,35.26497329600739
2013-04-24,2013-04-25,open,sell,12.492049871574535,12.47955782170296,-2081.7335999933616,25979.114830499017,0.0,25979.114830499017,0.0,26.00511995045098
2013-04-24,2013-04-25,close,buy,12.405474662780762,12.417880137443541,2092.0732478456116,0.0,2092.0732478456116,25953.16166883019,1.0,25.953161668827605
2013-07-02,2013-07-03,open,sell,12.869206302440576,12.856337096138136,-2092.0732478456116,26896.39890411573,0.0,26896.39890411573,0.0,26.923322226341412
2013-07-02,2013-07-03,close,buy,12.867371559143066,12.880238930702209,2088.190991550914,0.0,2088.190991550914,26869.529374740992,1.0,26.869529374739862
2014-08-01,2014-08-04,open,sell,21.127646605409453,21.106518958804042,-2088.190991550914,44074.44275277318,0.0,44074.44275277318,0.0,44.118561314090265
2014-08-01,2014-08-04,close,buy,20.956642150878906,20.977598793029784,2101.0242014647442,0.0,2101.0242014647442,44030.412340432755,1.0,44.03041234043132
2014-09-23,2014-09-24,open,sell,22.508424966099515,22.485916541133417,-2101.0242014647442,47243.45484503772,0.0,47243.45484503772,0.0,47.29074559062529
2014-09-23,2014-09-24,close,buy,22.4180908203125,22.44050891113281,2105.275554673365,0.0,2105.275554673365,47196.25858645127,1.0,47.196258586445055
2014-09-26,2014-09-29,open,sell,21.73507672882645,21.713341652097622,-2105.275554673365,45712.5673904321,0.0,45712.5673904321,0.0,45.75832571615015
2014-09-26,2014-09-29,close,buy,22.056751251220703,22.07880800247192,2070.4273249404664,0.0,2070.4273249404664,45666.90048994216,1.0,45.66690048993422
2014-10-08,2014-10-09,open,sell,22.371823705989502,22.349451882283514,-2070.4273249404664,46272.915874521925,0.0,46272.915874521925,0.0,46.319235109629375
2014-10-08,2014-10-09,close,buy,22.257253646850586,22.279510900497435,2076.9269164472003,0.0,2076.9269164472003,46226.68918533659,1.0,46.226689185333406
2014-10-20,2014-10-21,open,sell,22.697902865549104,22.675204962683555,-2076.9269164472003,47094.74352295461,0.0,47094.74352295461,0.0,47.141885408361745
2014-10-20,2014-10-21,close,buy,22.576725006103516,22.599301731109616,2083.9025950135974,0.0,2083.9025950135974,47047.69582712749,1.0,47.04769582712104
2014-12-17,2014-12-18,open,sell,24.754657062364966,24.729902405302603,-2083.9025950135974,51534.7077968431,0.0,51534.7077968431,0.0,51.586294090930664
2014-12-17,2014-12-18,close,buy,24.927255630493164,24.952182886123655,2065.338653216687,0.0,2065.338653216687,51483.224572270825,1.0,51.48322457226619
2015-01-08,2015-01-09,open,sell,24.931679280309073,24.906747601028762,-2065.338653216687,51440.86854631669,0.0,51440.86854631669,0.0,51.49236090722729
2015-01-08,2015-01-09,close,buy,24.785634994506836,24.81042062950134,2073.357373278463,0.0,2073.357373278463,51389.47906724944,1.0,51.38947906724479
2015-03-12,2015-03-13,open,sell,27.635939424321684,27.608303484897363,-2073.357373278463,57241.879594121434,0.0,57241.879594121434,0.0,57.29917877289399
2015-03-12,2015-03-13,close,buy,27.45599365234375,27.483449645996092,2082.776373833431,0.0,2082.776373833431,57184.69489922222,1.0,57.18469489921944
2015-04-06,2015-04-07,open,sell,28.355722521723493,28.32736679920177,-2082.776373833431,58999.57030229099,0.0,58999.57030229099,0.0,59.05862893122263
2015-04-06,2015-04-07,close,buy,27.99361228942871,28.021605901718136,2105.502821973292,0.0,2105.502821973292,58940.62967261838,1.0,58.94062967261031
2015-08-05,2015-08-06,open,sell,25.98790328524178,25.96191538195654,-2105.502821973292,54662.88610054132,0.0,54662.88610054132,0.0,54.717603704243984
2015-08-05,2015-08-06,close,buy,25.799665451049805,25.82546511650085,2116.6273619449807,0.0,2116.6273619449807,54608.277822718606,1.0,54.60827782271139
2015-08-12,2015-08-13,open,sell,26.00358526058621,25.977581675325624,-2116.6273619449807,54984.860171154745,0.0,54984.860171154745,0.0,55.03990007122552
2015-08-12,2015-08-13,close,buy,25.80414390563965,25.829948049545287,2128.725155222397,0.0,2128.725155222397,54929.93024091383,1.0,54.92993024091129
2015-08-14,2015-08-17,open,sell,26.003583047125638,25.977579464078513,-2128.725155222397,55299.12687697269,0.0,55299.12687697269,0.0,55.35448135832876
2015-08-14,2015-08-17,close,buy,26.254566192626953,26.280820758819576,2104.16285642125,0.0,2104.16285642125,55243.88299397872,1.0,55.24388299397088
2015-08-24,2015-08-25,open,sell,24.898808508281267,24.873909699772984,-2104.16285642125,52338.75688423856,0.0,52338.75688423856,0.0,52.39114803227418
2015-08-24,2015-08-25,close,buy,23.24725341796875,23.270500671386717,2249.146145299487,0.0,2249.146145299487,52286.47041382474,1.0,52.28647041382097
2015-08-26,2015-08-27,open,sell,25.14980034129892,25.12465054095762,-2249.146145299487,56509.01091619151,0.0,56509.01091619151,0.0,56.5655764926861
2015-08-26,2015-08-27,close,buy,25.30442237854004,25.329726800918575,2230.9364550328364,0.0,2230.9364550328364,56452.55835783369,1.0,56.45255835782449
2015-09-02,2015-09-03,open,sell,25.20806335803556,25.182855294677523,-2230.9364550328364,56181.34991871277,0.0,56181.34991871277,0.0,56.23758750622058
2015-09-02,2015-09-03,close,buy,24.732990264892578,24.75772325515747,2269.2454124193027,0.0,2269.2454124193027,56125.22469401876,1.0,56.12522469401456
2015-09-11,2015-09-14,open,sell,26.124595494971757,26.098470899476787,-2269.2454124193027,59223.83535979637,0.0,59223.83535979637,0.0,59.283118478270744
2015-09-11,2015-09-14,close,buy,25.839998245239258,25.865838243484493,2289.654593920405,0.0,2289.654593920405,59164.670689107275,1.0,59.16467068909823
2015-09-24,2015-09-25,open,sell,26.093224618447103,26.067131393828657,-2289.654593920405,59684.7271462066,0.0,59684.7271462066,0.0,59.744471617821866
2015-09-24,2015-09-25,close,buy,25.70554542541504,25.731250970840453,2319.5423811241594,0.0,2319.5423811241594,59625.10204416244,1.0,59.62510204415908
2015-10-02,2015-10-05,open,sell,24.62318824970244,24.59856506145274,-2319.5423811241594,57057.41417487964,0.0,57057.41417487964,0.0,57.11452870358246
2015-10-02,2015-10-05,close,buy,24.824871063232422,24.849695934295653,2296.10110022044,0.0,2296.10110022044,57000.41376111853,1.0,57.0004137611154
2015-11-16,2015-11-17,open,sell,25.862842536209094,25.836979693672884,-2296.10110022044,59324.317501015474,0.0,59324.317501015474,0.0,59.38370120221918
2015-11-16,2015-11-17,close,buy,25.586030960083008,25.61161699104309,2316.3050393015956,0.0,2316.3050393015956,59265.052448566916,1.0,59.2650524485629
2016-01-04,2016-01-05,open,sell,23.799123944607224,23.775324820662618,-2316.3050393015956,55070.904693133125,0.0,55070.904693133125,0.0,55.126030723854235
2016-01-04,2016-01-05,close,buy,23.11496925354004,23.138084222793577,2380.0978578374343,0.0,2380.0978578374343,55015.8888043288,1.0,55.015888804322785
2016-01-22,2016-01-25,open,sell,22.847157496142078,22.824310338645937,-2380.0978578374343,54324.092143628,0.0,54324.092143628,0.0,54.37847061423986
2016-01-22,2016-01-25,close,buy,22.379053115844727,22.401432168960568,2425.027638139113,0.0,2425.027638139113,54269.822321306696,1.0,54.269822321298705
