date,aapl_open,aapl_close,aapl_adj_close,aapl_adj_open,spy_adj_close
1999-01-04,0.37611600756645203,0.36830401420593262,0.3087095320224762,0.31525748350133304,76.272193908691392
1999-01-05,0.37444201111793513,0.3867189884185791,0.32414481043815607,0.31385434475364354,77.143959045410142
1999-01-06,0.39397299289703358,0.37276801466941828,0.3124511837959289,0.33022502781916413,79.003807067871094
1999-01-07,0.37723198533058161,0.40178599953651423,0.33677381277084351,0.316192834358205,78.616363525390625
1999-01-08,0.41573700308799738,0.40178599953651423,0.33677381277084351,0.34846743241770123,79.197525024414062
1999-01-11,0.40848198533058161,0.40959799289703358,0.34332180023193348,0.34238637151052603,78.441970825195312
1999-01-12,0.41350400447845448,0.41183000802993769,0.34519246220588679,0.34659559200342555,77.027725219726562
1999-01-13,0.38281300663948048,0.41517901420593262,0.34799966216087341,0.32087073870079968,76.485298156738267
1999-01-14,0.40625,0.3694199919700622,0.30964487791061401,0.34051549560258026,75.1485595703125
1999-01-15,0.3733260035514831,0.36886200308799738,0.30917727947235102,0.31291897015154674,77.105216979980483
1999-01-19,0.37444201111793513,0.36495500802993769,0.3059023916721344,0.31385432237747024,77.608932495117188
1999-01-20,0.36662900447845448,0.36216500401496882,0.3035636842250824,0.30730537216305387,78.2288818359375
1999-01-21,0.36104899644851679,0.34654000401496882,0.29046708345413202,0.30262840586194473,76.155982971191392
1999-01-22,0.33649599552154541,0.34598198533058161,0.28999927639961243,0.28204819716083035,75.981597900390625
1999-01-25,0.35044598579406733,0.35156300663948048,0.29467743635177612,0.29374115798101058,76.75653076171875
1999-01-26,0.35658499598503107,0.36160698533058161,0.30309602618217463,0.29888663566729273,78.151412963867202
1999-01-27,0.36607098579406733,0.35825899243354792,0.30028972029685969,0.30683766843141047,77.240814208984375
1999-01-28,0.36495500802993769,0.36495500802993769,0.3059023916721344,0.3059023916721344,78.53887939453125
1999-01-29,0.36774599552154541,0.36774599552154541,0.3082416951656341,0.3082416951656341,79.139411926269531
1999-02-01,0.37220999598503107,0.36551299691200251,0.30637001991271973,0.31198339004372272,78.674461364746094
1999-02-02,0.36049100756645203,0.34988799691200251,0.29327338933944702,0.30216075014998306,78.190177917480483
1999-02-03,0.34821400046348572,0.35881701111793513,0.30075752735137928,0.29187016926047649,78.984458923339844
1999-02-04,0.35881701111793513,0.3381699919700622,0.2834513783454895,0.30075754440149011,77.802658081054688
1999-02-05,0.34151801466941828,0.3242189884185791,0.2717576920986175,0.28625759376203302,76.911476135253906
1999-02-08,0.32756701111793513,0.33705401420593262,0.2825158536434173,0.27456392705907529,77.066474914550781
1999-02-09,0.33872801065444941,0.3320310115814209,0.2783057689666748,0.28391914064515511,75.34228515625
1999-02-10,0.32924100756645203,0.3420760035514831,0.2867253422737121,0.27596715234316388,75.82659912109375
1999-02-11,0.34598198533058161,0.3537949919700622,0.29654815793037409,0.28999935769458157,77.570198059082031
1999-02-12,0.34933000802993769,0.33649599552154541,0.28204825520515442,0.29280562195973558,76.640251159667983
1999-02-16,0.34709799289703358,0.3420760035514831,0.2867253422737121,0.29093473316652047,76.175308227539062
1999-02-17,0.34040200710296631,0.33035698533058161,0.27690261602401728,0.28532227394046228,76.097831726074219
1999-02-18,0.33537900447845448,0.32142901420593262,0.26941919326782221,0.28111196199500654,76.698379516601562
1999-02-19,0.32366099953651423,0.3320310115814209,0.2783057689666748,0.27129009104152157,77.027725219726562
1999-02-22,0.33370500802993769,0.34319201111793513,0.28766077756881708,0.27970884804632801,79.081283569335938
1999-02-23,0.34430798888206482,0.34319201111793513,0.28766077756881708,0.28859618113585628,79.042526245117188
1999-02-24,0.34654000401496882,0.33426299691200251,0.2801765501499176,0.29046703856189304,77.647682189941406
1999-02-25,0.33314698934555048,0.32979899644851679,0.27643492817878718,0.27924118952585308,76.911476135253906
1999-02-26,0.32589301466941828,0.3108260035514831,0.26053190231323242,0.27316095208345248,76.601531982421875
1999-03-01,0.3108260035514831,0.30133900046348572,0.25257986783981318,0.26053179567682289,76.81463623046875
1999-03-02,0.30468800663948048,0.30915200710296631,0.25912877917289728,0.2553870891183182,76.136573791503906
1999-03-03,0.31026801466941828,0.30524599552154541,0.25585481524467463,0.26006423256737804,76.543418884277344
1999-03-04,0.30803599953651423,0.29854899644851679,0.25024136900901789,0.25819329873839031,77.512039184570298
1999-03-05,0.30636200308799738,0.29631701111793513,0.24837052822113029,0.25679015945380496,79.0716552734375
1999-03-08,0.296875,0.3069199919700622,0.25725790858268732,0.24883827580034268,79.585029602050781
1999-03-09,0.30636200308799738,0.30468800663948048,0.25538712739944452,0.25679025825772428,79.391258239746094
1999-03-10,0.30524599552154541,0.29073700308799738,0.2436933815479278,0.25585470051121939,80.088706970214844
1999-03-11,0.28794598579406733,0.28738799691200251,0.24088627099990839,0.24135397272198539,80.979843139648452
1999-03-12,0.28850400447845448,0.29631701111793513,0.24837052822113029,0.24182172908630548,80.204948425292983
1999-03-15,0.29743298888206482,0.30412900447845448,0.25491854548454279,0.24930599774579404,81.347946166992188
